,route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,is_freq
0,BLUE,1,5,University of Manitoba,1,1-1-1,3397,1,True
1,BLUE,1,6,Unicity Shopping Centre,0,1-1-1,3396,1,True
2,BLUE,1,7,University of Manitoba,1,1-1-1,3397,1,True
3,F8,1,8,Downtown,0,1-1-1,3458,1,True
4,F8,1,9,University of Manitoba,1,1-1-1,3459,1,True
5,BLUE,1,10,Unicity Shopping Centre,0,1-1-1,3396,1,True
6,BLUE,1,11,St. Norbert,1,1-1-1,3393,1,True
7,BLUE,1,12,Unicity Shopping Centre,0,1-1-1,3392,1,True
8,BLUE,1,13,University of Manitoba,1,1-1-1,3397,1,True
9,BLUE,1,14,Unicity Shopping Centre,0,1-1-1,3396,1,True
10,BLUE,1,15,University of Manitoba,1,1-1-1,3397,1,True
11,BLUE,1,18,St. Norbert,1,1-1-2,3393,1,True
12,BLUE,1,19,Unicity Shopping Centre,0,1-1-2,3392,1,True
13,BLUE,1,20,University of Manitoba,1,1-1-2,3397,1,True
14,BLUE,1,23,St. Norbert,1,1-1-3,3393,1,True
15,BLUE,1,24,Downtown,0,1-1-3,3394,1,True
16,BLUE,1,27,University of Manitoba,1,1-1-3,3397,1,True
17,BLUE,1,28,Unicity Shopping Centre,0,1-1-3,3396,1,True
18,BLUE,1,29,St. Norbert,1,1-1-3,3393,1,True
19,BLUE,1,30,Unicity Shopping Centre,0,1-1-3,3392,1,True
20,BLUE,1,31,University of Manitoba,1,1-1-3,3397,1,True
21,BLUE,1,32,Unicity Shopping Centre,0,1-1-3,3396,1,True
22,BLUE,1,33,University of Manitoba,1,1-1-3,3397,1,True
23,BLUE,1,34,Unicity Shopping Centre,0,1-1-3,3396,1,True
24,BLUE,1,35,University of Manitoba,1,1-1-3,3397,1,True
25,885,1,38,Unicity,0,1-1-4,3375,1,False
26,885,1,39,Windmill & Dale,1,1-1-4,3376,1,False
27,885,1,40,Unicity,0,1-1-4,3375,1,False
28,BLUE,1,41,University of Manitoba,1,1-1-4,3397,1,True
29,BLUE,1,42,Unicity Shopping Centre,0,1-1-4,3396,1,True
30,BLUE,1,43,St. Norbert,1,1-1-4,3393,1,True
31,BLUE,1,44,Unicity Shopping Centre,0,1-1-4,3392,1,True
32,BLUE,1,45,University of Manitoba,1,1-1-4,3397,1,True
33,BLUE,1,46,Unicity Shopping Centre,0,1-1-4,3396,1,True
34,BLUE,1,47,University of Manitoba,1,1-1-4,3397,1,True
35,BLUE,1,48,Unicity Shopping Centre,0,1-1-4,3396,1,True
36,BLUE,1,49,St. Norbert,1,1-1-4,3393,1,True
37,BLUE,1,50,Unicity Shopping Centre,0,1-1-4,3392,1,True
38,BLUE,1,51,St. Norbert,1,1-1-4,3393,1,True
39,BLUE,1,52,Unicity Shopping Centre,0,1-1-4,3392,1,True
40,BLUE,1,53,University of Manitoba,1,1-1-4,3397,1,True
41,BLUE,1,54,Unicity Shopping Centre,0,1-1-4,3396,1,True
42,BLUE,1,57,St. Norbert,1,1-1-5,3391,1,True
43,BLUE,1,58,Unicity Shopping Centre,0,1-1-5,3392,1,True
44,BLUE,1,59,St. Norbert,1,1-1-5,3393,1,True
45,BLUE,1,60,Unicity Shopping Centre,0,1-1-5,3392,1,True
46,BLUE,1,61,University of Manitoba,1,1-1-5,3397,1,True
47,BLUE,1,62,Unicity Shopping Centre,0,1-1-5,3396,1,True
48,BLUE,1,63,St. Norbert,1,1-1-5,3393,1,True
49,BLUE,1,64,Unicity Shopping Centre,0,1-1-5,3392,1,True
50,BLUE,1,65,St. Norbert,1,1-1-5,3393,1,True
51,BLUE,1,68,University of Manitoba,1,1-1-6,3400,1,True
52,BLUE,1,69,Unicity Shopping Centre,0,1-1-6,3396,1,True
53,BLUE,1,70,St. Norbert,1,1-1-6,3393,1,True
54,BLUE,1,71,Downtown,0,1-1-6,3394,1,True
55,BLUE,1,75,St. Norbert,1,1-1-7,3393,1,True
56,BLUE,1,76,Unicity Shopping Centre,0,1-1-7,3392,1,True
57,BLUE,1,77,University of Manitoba,1,1-1-7,3397,1,True
58,BLUE,1,80,St. Norbert,1,1-1-8,3402,1,True
59,BLUE,1,81,Unicity Shopping Centre,0,1-1-8,3392,1,True
60,BLUE,1,82,University of Manitoba,1,1-1-8,3397,1,True
61,BLUE,1,83,Unicity Shopping Centre,0,1-1-8,3396,1,True
62,BLUE,1,84,St. Norbert,1,1-1-8,3393,1,True
63,BLUE,1,85,Unicity Shopping Centre,0,1-1-8,3392,1,True
64,BLUE,1,86,University of Manitoba,1,1-1-8,3397,1,True
65,BLUE,1,87,Unicity Shopping Centre,0,1-1-8,3396,1,True
66,BLUE,1,88,University of Manitoba,1,1-1-8,3397,1,True
67,BLUE,1,89,Unicity Shopping Centre,0,1-1-8,3396,1,True
68,BLUE,1,92,St. Norbert,1,1-1-9,3391,1,True
69,BLUE,1,93,Unicity Shopping Centre,0,1-1-9,3392,1,True
70,BLUE,1,94,St. Norbert,1,1-1-9,3393,1,True
71,BLUE,1,95,Downtown,0,1-1-9,3394,1,True
72,BLUE,1,99,St. Norbert,1,1-1-10,3393,1,True
73,BLUE,1,100,Unicity Shopping Centre,0,1-1-10,3392,1,True
74,BLUE,1,101,St. Norbert,1,1-1-10,3393,1,True
75,BLUE,1,102,Unicity Shopping Centre,0,1-1-10,3392,1,True
76,BLUE,1,103,University of Manitoba,1,1-1-10,3397,1,True
77,BLUE,1,104,Unicity Shopping Centre,0,1-1-10,3396,1,True
78,BLUE,1,105,St. Norbert,1,1-1-10,3393,1,True
79,BLUE,1,106,Unicity Shopping Centre,0,1-1-10,3392,1,True
80,22,1,108,Unicity,1,1-1-10,3233,1,False
81,BLUE,1,111,Unicity Shopping Centre,0,1-1-11,3392,1,True
82,BLUE,1,112,University of Manitoba,1,1-1-11,3397,1,True
83,F8,1,113,Downtown,0,1-1-11,3458,1,True
84,BLUE,1,116,St. Norbert,1,1-1-12,3393,1,True
85,BLUE,1,117,Downtown,0,1-1-12,3394,1,True
86,22,1,120,Polo Park,0,1-1-12,3234,1,False
87,F9,1,123,University of Manitoba,1,1-1-13,3467,1,True
88,BLUE,1,124,Unicity Shopping Centre,0,1-1-13,3396,1,True
89,BLUE,1,125,St. Norbert,1,1-1-13,3393,1,True
90,BLUE,1,128,Unicity Shopping Centre,0,1-1-14,3398,1,True
91,BLUE,1,129,University of Manitoba,1,1-1-14,3397,1,True
92,74,1,130,Waterford Green,0,1-1-14,3270,1,False
93,74,1,131,University of Manitoba,1,1-1-14,3267,1,False
94,74,1,132,Waterford Green,0,1-1-14,3270,1,False
95,74,1,133,University of Manitoba,1,1-1-14,3267,1,False
96,74,1,134,Waterford Green,0,1-1-14,3270,1,False
97,74,1,135,University of Manitoba,1,1-1-14,3267,1,False
98,BLUE,1,136,Unicity Shopping Centre,0,1-1-14,3396,1,True
99,BLUE,1,137,St. Norbert,1,1-1-14,3393,1,True
100,BLUE,1,138,Unicity Shopping Centre,0,1-1-14,3392,1,True
101,BLUE,1,139,St. Norbert,1,1-1-14,3393,1,True
102,BLUE,1,140,Unicity Shopping Centre,0,1-1-14,3392,1,True
103,BLUE,1,141,St. Norbert,1,1-1-14,3393,1,True
104,BLUE,1,142,Unicity Shopping Centre,0,1-1-14,3392,1,True
105,BLUE,1,143,University of Manitoba,1,1-1-14,3397,1,True
106,BLUE,1,148,Unicity Shopping Centre,0,1-1-15,3396,1,True
107,BLUE,1,149,St. Norbert,1,1-1-15,3393,1,True
108,BLUE,1,150,Unicity Shopping Centre,0,1-1-15,3392,1,True
109,BLUE,1,151,University of Manitoba,1,1-1-15,3397,1,True
110,BLUE,1,152,Unicity Shopping Centre,0,1-1-15,3396,1,True
111,BLUE,1,153,St. Norbert,1,1-1-15,3393,1,True
112,BLUE,1,154,Unicity Shopping Centre,0,1-1-15,3392,1,True
113,BLUE,1,155,St. Norbert,1,1-1-15,3393,1,True
114,F8,1,157,Glenway,0,1-1-15,3460,1,True
115,D11,1,159,Downtown,1,1-1-15,3413,1,False
116,22,1,162,Unicity,1,1-1-16,3233,1,False
117,BLUE,1,163,St. Norbert,1,1-1-16,3393,1,True
118,BLUE,1,164,Downtown,0,1-1-16,3394,1,True
119,BLUE,1,168,Unicity Shopping Centre,0,1-1-17,3403,1,True
120,BLUE,1,169,University of Manitoba,1,1-1-17,3397,1,True
121,F8,1,170,Downtown,0,1-1-17,3458,1,True
122,885,1,173,Unicity,0,1-1-18,3375,1,False
123,BLUE,1,174,St. Norbert,1,1-1-18,3393,1,True
124,BLUE,1,175,Downtown,0,1-1-18,3394,1,True
125,BLUE,1,179,St. Norbert,1,1-1-19,3393,1,True
126,BLUE,1,180,Downtown,0,1-1-19,3394,1,True
127,F8,1,184,University of Manitoba,1,1-1-20,3461,1,True
128,F8,1,185,Downtown,0,1-1-20,3458,1,True
129,F8,1,187,University of Manitoba,1,1-1-20,3461,1,True
130,BLUE,1,188,Unicity Shopping Centre,0,1-1-20,3396,1,True
131,BLUE,1,189,St. Norbert,1,1-1-20,3393,1,True
132,BLUE,1,190,Unicity Shopping Centre,0,1-1-20,3392,1,True
133,BLUE,1,191,University of Manitoba,1,1-1-20,3397,1,True
134,F8,1,192,Glenway,0,1-1-20,3460,1,True
135,BLUE,1,195,St. Norbert,1,1-1-21,3393,1,True
136,BLUE,1,196,Downtown,0,1-1-21,3394,1,True
137,BLUE,1,200,Unicity Shopping Centre,0,1-1-22,3392,1,True
138,BLUE,1,201,St. Norbert,1,1-1-22,3393,1,True
139,BLUE,1,202,Unicity Shopping Centre,0,1-1-22,3392,1,True
140,BLUE,1,203,University of Manitoba,1,1-1-22,3397,1,True
141,BLUE,1,204,Unicity Shopping Centre,0,1-1-22,3396,1,True
142,BLUE,1,205,St. Norbert,1,1-1-22,3393,1,True
143,BLUE,1,206,Unicity Shopping Centre,0,1-1-22,3392,1,True
144,BLUE,1,207,St. Norbert,1,1-1-22,3393,1,True
145,BLUE,1,210,St. Norbert,1,1-1-23,3393,1,True
146,BLUE,1,211,Downtown,0,1-1-23,3394,1,True
147,BLUE,1,215,University of Manitoba,1,1-1-24,3397,1,True
148,F8,1,216,Downtown,0,1-1-24,3458,1,True
149,BLUE,1,219,Unicity Shopping Centre,0,1-1-25,3396,1,True
150,BLUE,1,220,University of Manitoba,1,1-1-25,3397,1,True
151,BLUE,1,221,Unicity Shopping Centre,0,1-1-25,3396,1,True
152,BLUE,1,222,St. Norbert,1,1-1-25,3393,1,True
153,BLUE,1,223,Unicity Shopping Centre,0,1-1-25,3392,1,True
154,BLUE,1,224,University of Manitoba,1,1-1-25,3397,1,True
155,BLUE,1,225,Unicity Shopping Centre,0,1-1-25,3396,1,True
156,BLUE,1,226,University of Manitoba,1,1-1-25,3397,1,True
157,BLUE,1,227,Unicity Shopping Centre,0,1-1-25,3396,1,True
158,BLUE,1,228,University of Manitoba,1,1-1-25,3397,1,True
159,BLUE,1,229,Unicity Shopping Centre,0,1-1-25,3396,1,True
160,BLUE,1,230,University of Manitoba,1,1-1-25,3397,1,True
161,BLUE,1,231,Unicity Shopping Centre,0,1-1-25,3396,1,True
162,BLUE,1,232,University of Manitoba,1,1-1-25,3397,1,True
163,F8,1,233,Glenway,0,1-1-25,3460,1,True
164,F8,1,234,University of Manitoba,1,1-1-25,3461,1,True
165,BLUE,1,237,Unicity Shopping Centre,0,1-1-26,3392,1,True
166,BLUE,1,238,St. Norbert,1,1-1-26,3393,1,True
167,BLUE,1,239,Unicity Shopping Centre,0,1-1-26,3392,1,True
168,BLUE,1,240,University of Manitoba,1,1-1-26,3397,1,True
169,BLUE,1,241,Unicity Shopping Centre,0,1-1-26,3396,1,True
170,BLUE,1,242,St. Norbert,1,1-1-26,3393,1,True
171,BLUE,1,243,Unicity Shopping Centre,0,1-1-26,3392,1,True
172,BLUE,1,245,St. Norbert,1,1-1-26,3402,1,True
173,BLUE,1,248,Downtown,0,1-1-27,3394,1,True
174,22,1,251,Polo Park,0,1-1-27,3234,1,False
175,BLUE,1,254,University of Manitoba,1,1-1-28,3397,1,True
176,BLUE,1,255,Unicity Shopping Centre,0,1-1-28,3396,1,True
177,BLUE,1,256,St. Norbert,1,1-1-28,3393,1,True
178,BLUE,1,257,Unicity Shopping Centre,0,1-1-28,3392,1,True
179,BLUE,1,258,University of Manitoba,1,1-1-28,3397,1,True
180,BLUE,1,259,Unicity Shopping Centre,0,1-1-28,3396,1,True
181,BLUE,1,260,St. Norbert,1,1-1-28,3393,1,True
182,BLUE,1,261,Unicity Shopping Centre,0,1-1-28,3392,1,True
183,F8,1,264,Downtown,0,1-1-29,3458,1,True
184,F8,1,266,University of Manitoba,1,1-1-29,3461,1,True
185,BLUE,1,267,Unicity Shopping Centre,0,1-1-29,3396,1,True
186,BLUE,1,268,St. Norbert,1,1-1-29,3393,1,True
187,BLUE,1,269,Unicity Shopping Centre,0,1-1-29,3392,1,True
188,BLUE,1,270,University of Manitoba,1,1-1-29,3397,1,True
189,BLUE,1,271,Unicity Shopping Centre,0,1-1-29,3396,1,True
190,BLUE,1,272,University of Manitoba,1,1-1-29,3397,1,True
191,BLUE,1,273,Unicity Shopping Centre,0,1-1-29,3396,1,True
192,BLUE,1,274,University of Manitoba,1,1-1-29,3397,1,True
193,F9,1,275,Kildonan Place,0,1-1-29,3465,1,True
194,D10,1,276,Waterford Green,1,1-1-29,3555,1,False
195,74,1,277,Polo Park,1,1-1-29,3269,1,False
196,FX3,1,280,Redonda & Pandora,0,1-1-30,3577,1,True
197,48,1,281,Kildonan Place,1,1-1-30,3260,1,False
198,F9,1,282,University of Manitoba,1,1-1-30,3467,1,True
199,BLUE,1,283,Unicity Shopping Centre,0,1-1-30,3396,1,True
200,BLUE,1,284,St. Norbert,1,1-1-30,3393,1,True
201,BLUE,1,285,Unicity Shopping Centre,0,1-1-30,3392,1,True
202,BLUE,1,286,University of Manitoba,1,1-1-30,3397,1,True
203,BLUE,1,287,Unicity Shopping Centre,0,1-1-30,3396,1,True
204,BLUE,1,288,St. Norbert,1,1-1-30,3393,1,True
205,BLUE,1,291,University of Manitoba,1,1-1-31,3397,1,True
206,BLUE,1,293,Downtown,0,1-1-31,3394,1,True
207,BLUE,1,297,Unicity Shopping Centre,0,1-1-32,3392,1,True
208,BLUE,1,298,St. Norbert,1,1-1-32,3393,1,True
209,BLUE,1,301,Unicity Shopping Centre,0,1-1-33,3396,1,True
210,BLUE,1,302,University of Manitoba,1,1-1-33,3397,1,True
211,885,1,305,Windmill & Dale,1,1-1-34,3376,1,False
212,885,1,306,Unicity,0,1-1-34,3375,1,False
213,BLUE,1,307,St. Norbert,1,1-1-34,3393,1,True
214,BLUE,1,308,Unicity Shopping Centre,0,1-1-34,3392,1,True
215,BLUE,1,309,University of Manitoba,1,1-1-34,3397,1,True
216,BLUE,1,310,Unicity Shopping Centre,0,1-1-34,3396,1,True
217,BLUE,1,311,St. Norbert,1,1-1-34,3393,1,True
218,BLUE,1,312,Unicity Shopping Centre,0,1-1-34,3392,1,True
219,BLUE,1,313,University of Manitoba,1,1-1-34,3397,1,True
220,BLUE,1,314,Unicity Shopping Centre,0,1-1-34,3396,1,True
221,BLUE,1,315,University of Manitoba,1,1-1-34,3397,1,True
222,74,1,316,Waterford Green,0,1-1-34,3270,1,False
223,74,1,317,Polo Park,1,1-1-34,3269,1,False
224,BLUE,1,320,Downtown,0,1-1-35,3399,1,True
225,BLUE,1,323,University of Manitoba,1,1-1-35,3397,1,True
226,BLUE,1,324,Unicity Shopping Centre,0,1-1-35,3396,1,True
227,BLUE,1,325,St. Norbert,1,1-1-35,3393,1,True
228,BLUE,1,326,Unicity Shopping Centre,0,1-1-35,3392,1,True
229,BLUE,1,327,University of Manitoba,1,1-1-35,3397,1,True
230,BLUE,1,328,Unicity Shopping Centre,0,1-1-35,3396,1,True
231,BLUE,1,329,St. Norbert,1,1-1-35,3393,1,True
232,BLUE,1,332,St. Norbert,1,1-1-36,3393,1,True
233,BLUE,1,333,Unicity Shopping Centre,0,1-1-36,3392,1,True
234,BLUE,1,334,University of Manitoba,1,1-1-36,3397,1,True
235,BLUE,1,335,Unicity Shopping Centre,0,1-1-36,3396,1,True
236,BLUE,1,336,St. Norbert,1,1-1-36,3393,1,True
237,BLUE,1,337,Unicity Shopping Centre,0,1-1-36,3392,1,True
238,BLUE,1,338,St. Norbert,1,1-1-36,3393,1,True
239,D15,1,340,Unicity,1,1-1-36,3425,1,False
240,F8,1,343,University of Manitoba,1,1-1-37,3461,1,True
241,BLUE,1,344,Unicity Shopping Centre,0,1-1-37,3396,1,True
242,BLUE,1,345,St. Norbert,1,1-1-37,3393,1,True
243,BLUE,1,346,Unicity Shopping Centre,0,1-1-37,3392,1,True
244,BLUE,1,347,University of Manitoba,1,1-1-37,3397,1,True
245,BLUE,1,348,Unicity Shopping Centre,0,1-1-37,3396,1,True
246,BLUE,1,349,University of Manitoba,1,1-1-37,3397,1,True
247,BLUE,1,350,Unicity Shopping Centre,0,1-1-37,3396,1,True
248,BLUE,1,351,University of Manitoba,1,1-1-37,3397,1,True
249,BLUE,1,352,Unicity Shopping Centre,0,1-1-37,3396,1,True
250,BLUE,1,353,University of Manitoba,1,1-1-37,3397,1,True
251,F8,1,354,Glenway,0,1-1-37,3460,1,True
252,BLUE,1,357,Unicity Shopping Centre,0,1-1-38,3392,1,True
253,BLUE,1,358,St. Norbert,1,1-1-38,3393,1,True
254,BLUE,1,359,Unicity Shopping Centre,0,1-1-38,3392,1,True
255,BLUE,1,360,University of Manitoba,1,1-1-38,3397,1,True
256,BLUE,1,361,Unicity Shopping Centre,0,1-1-38,3396,1,True
257,BLUE,1,362,St. Norbert,1,1-1-38,3393,1,True
258,BLUE,1,363,Unicity Shopping Centre,0,1-1-38,3392,1,True
259,BLUE,1,366,Unicity Shopping Centre,0,1-1-39,3396,1,True
260,BLUE,1,367,St. Norbert,1,1-1-39,3393,1,True
261,BLUE,1,368,Unicity Shopping Centre,0,1-1-39,3392,1,True
262,BLUE,1,369,University of Manitoba,1,1-1-39,3397,1,True
263,BLUE,1,370,Unicity Shopping Centre,0,1-1-39,3396,1,True
264,BLUE,1,371,St. Norbert,1,1-1-39,3393,1,True
265,BLUE,1,372,Unicity Shopping Centre,0,1-1-39,3392,1,True
266,BLUE,1,374,St. Norbert,1,1-1-39,3402,1,True
267,BLUE,1,377,St. Norbert,1,1-1-40,3393,1,True
268,BLUE,1,378,Unicity Shopping Centre,0,1-1-40,3392,1,True
269,BLUE,1,379,University of Manitoba,1,1-1-40,3397,1,True
270,BLUE,1,380,Unicity Shopping Centre,0,1-1-40,3396,1,True
271,BLUE,1,381,St. Norbert,1,1-1-40,3393,1,True
272,BLUE,1,382,Unicity Shopping Centre,0,1-1-40,3392,1,True
273,BLUE,1,383,St. Norbert,1,1-1-40,3393,1,True
274,BLUE,1,385,Unicity Shopping Centre,0,1-1-40,3396,1,True
275,BLUE,1,386,St. Norbert,1,1-1-40,3393,1,True
276,BLUE,1,387,Unicity Shopping Centre,0,1-1-40,3392,1,True
277,BLUE,1,388,St. Norbert,1,1-1-40,3393,1,True
278,BLUE,1,389,Unicity Shopping Centre,0,1-1-40,3392,1,True
279,BLUE,1,392,Unicity Shopping Centre,0,1-1-41,3392,1,True
280,BLUE,1,393,St. Norbert,1,1-1-41,3393,1,True
281,BLUE,1,394,Unicity Shopping Centre,0,1-1-41,3392,1,True
282,BLUE,1,395,University of Manitoba,1,1-1-41,3397,1,True
283,BLUE,1,396,Unicity Shopping Centre,0,1-1-41,3396,1,True
284,BLUE,1,397,St. Norbert,1,1-1-41,3393,1,True
285,BLUE,1,398,Unicity Shopping Centre,0,1-1-41,3392,1,True
286,D15,1,399,Sage Creek,0,1-1-41,3561,1,False
287,D15,1,400,Unicity,1,1-1-41,3562,1,False
288,D15,1,401,Sage Creek,0,1-1-41,3561,1,False
289,D15,1,402,Unicity,1,1-1-41,3562,1,False
290,BLUE,1,403,St. Norbert,1,1-1-41,3393,1,True
291,BLUE,1,404,Unicity Shopping Centre,0,1-1-41,3392,1,True
292,BLUE,1,405,University of Manitoba,1,1-1-41,3397,1,True
293,BLUE,1,408,St. Norbert,1,1-1-42,3393,1,True
294,BLUE,1,409,Downtown,0,1-1-42,3394,1,True
295,BLUE,1,413,Unicity Shopping Centre,0,1-1-43,3396,1,True
296,BLUE,1,414,University of Manitoba,1,1-1-43,3397,1,True
297,F8,1,415,Glenway,0,1-1-43,3460,1,True
298,F8,1,416,University of Manitoba,1,1-1-43,3461,1,True
299,F8,1,417,Glenway,0,1-1-43,3460,1,True
300,F8,1,418,University of Manitoba,1,1-1-43,3461,1,True
301,BLUE,1,419,Unicity Shopping Centre,0,1-1-43,3396,1,True
302,BLUE,1,420,St. Norbert,1,1-1-43,3393,1,True
303,BLUE,1,421,Unicity Shopping Centre,0,1-1-43,3392,1,True
304,BLUE,1,422,St. Norbert,1,1-1-43,3393,1,True
305,BLUE,1,423,Unicity Shopping Centre,0,1-1-43,3392,1,True
306,BLUE,1,424,St. Norbert,1,1-1-43,3393,1,True
307,BLUE,1,427,Unicity Shopping Centre,0,1-1-44,3392,1,True
308,BLUE,1,428,St. Norbert,1,1-1-44,3393,1,True
309,BLUE,1,431,Unicity Shopping Centre,0,1-1-45,3392,1,True
310,BLUE,1,432,University of Manitoba,1,1-1-45,3397,1,True
311,BLUE,1,435,Unicity Shopping Centre,0,1-1-46,3396,1,True
312,BLUE,1,436,University of Manitoba,1,1-1-46,3397,1,True
313,BLUE,1,437,Unicity Shopping Centre,0,1-1-46,3396,1,True
314,BLUE,1,438,St. Norbert,1,1-1-46,3393,1,True
315,BLUE,1,439,Unicity Shopping Centre,0,1-1-46,3392,1,True
316,BLUE,1,440,University of Manitoba,1,1-1-46,3397,1,True
317,F9,1,441,Kildonan Place,0,1-1-46,3465,1,True
318,F9,1,442,University of Manitoba,1,1-1-46,3467,1,True
319,F9,1,443,Kildonan Place,0,1-1-46,3465,1,True
320,D17,1,444,Selkirk & McPhillips,1,1-1-46,3538,1,False
321,BLUE,1,447,St. Norbert,1,1-1-47,3393,1,True
322,BLUE,1,448,Unicity Shopping Centre,0,1-1-47,3392,1,True
323,BLUE,1,449,University of Manitoba,1,1-1-47,3397,1,True
324,BLUE,1,450,Unicity Shopping Centre,0,1-1-47,3396,1,True
325,BLUE,1,451,St. Norbert,1,1-1-47,3393,1,True
326,BLUE,1,452,Unicity Shopping Centre,0,1-1-47,3392,1,True
327,BLUE,1,453,St. Norbert,1,1-1-47,3393,1,True
328,BLUE,1,456,Unicity Shopping Centre,0,1-1-48,3392,1,True
329,BLUE,1,457,University of Manitoba,1,1-1-48,3397,1,True
330,BLUE,1,458,Unicity Shopping Centre,0,1-1-48,3396,1,True
331,BLUE,1,459,St. Norbert,1,1-1-48,3393,1,True
332,BLUE,1,460,Unicity Shopping Centre,0,1-1-48,3392,1,True
333,BLUE,1,461,St. Norbert,1,1-1-48,3393,1,True
334,BLUE,1,463,St. Norbert,1,1-1-48,3402,1,True
335,BLUE,1,466,Unicity Shopping Centre,0,1-1-49,3392,1,True
336,BLUE,1,467,St. Norbert,1,1-1-49,3393,1,True
337,BLUE,1,470,University of Manitoba,1,1-1-50,3397,1,True
338,BLUE,1,471,Unicity Shopping Centre,0,1-1-50,3396,1,True
339,BLUE,1,474,Unicity Shopping Centre,0,1-1-51,3396,1,True
340,BLUE,1,476,St. Norbert,1,1-1-51,3402,1,True
341,679,1,479,University of Manitoba,1,1-1-52,3358,1,False
342,679,1,480,Seel Station,0,1-1-52,3357,1,False
343,679,1,481,University of Manitoba,1,1-1-52,3358,1,False
344,BLUE,1,482,Unicity Shopping Centre,0,1-1-52,3396,1,True
345,BLUE,1,483,University of Manitoba,1,1-1-52,3397,1,True
346,F9,1,484,Kildonan Place,0,1-1-52,3465,1,True
347,F9,1,485,University of Manitoba,1,1-1-52,3467,1,True
348,F9,1,486,Kildonan Place,0,1-1-52,3465,1,True
349,BLUE,1,489,Unicity Shopping Centre,0,1-1-53,3392,1,True
350,BLUE,1,491,St. Norbert,1,1-1-53,3402,1,True
351,BLUE,1,492,Unicity Shopping Centre,0,1-1-53,3392,1,True
352,BLUE,1,493,St. Norbert,1,1-1-53,3393,1,True
353,BLUE,1,496,Unicity Shopping Centre,0,1-1-54,3396,1,True
354,BLUE,1,497,University of Manitoba,1,1-1-54,3397,1,True
355,BLUE,1,498,Unicity Shopping Centre,0,1-1-54,3396,1,True
356,BLUE,1,499,University of Manitoba,1,1-1-54,3397,1,True
357,BLUE,1,500,Unicity Shopping Centre,0,1-1-54,3396,1,True
358,BLUE,1,501,University of Manitoba,1,1-1-54,3397,1,True
359,BLUE,1,502,Unicity Shopping Centre,0,1-1-54,3396,1,True
360,BLUE,1,503,St. Norbert,1,1-1-54,3393,1,True
361,BLUE,1,504,Unicity Shopping Centre,0,1-1-54,3392,1,True
362,BLUE,1,507,Unicity Shopping Centre,0,1-1-55,3392,1,True
363,BLUE,1,509,St. Norbert,1,1-1-55,3402,1,True
364,BLUE,1,510,Unicity Shopping Centre,0,1-1-55,3392,1,True
365,BLUE,1,511,St. Norbert,1,1-1-55,3393,1,True
366,BLUE,1,512,Unicity Shopping Centre,0,1-1-55,3392,1,True
367,BLUE,1,513,St. Norbert,1,1-1-55,3393,1,True
368,BLUE,1,514,Unicity Shopping Centre,0,1-1-55,3392,1,True
369,BLUE,1,515,University of Manitoba,1,1-1-55,3397,1,True
370,BLUE,1,518,St. Norbert,1,1-1-56,3402,1,True
371,BLUE,1,519,Unicity Shopping Centre,0,1-1-56,3392,1,True
372,BLUE,1,520,University of Manitoba,1,1-1-56,3397,1,True
373,BLUE,1,523,Unicity Shopping Centre,0,1-1-57,3396,1,True
374,BLUE,1,525,St. Norbert,1,1-1-57,3402,1,True
375,BLUE,1,528,St. Norbert,1,1-1-58,3402,1,True
376,BLUE,1,529,Unicity Shopping Centre,0,1-1-58,3392,1,True
377,BLUE,1,530,St. Norbert,1,1-1-58,3393,1,True
378,BLUE,1,531,Unicity Shopping Centre,0,1-1-58,3392,1,True
379,BLUE,1,532,St. Norbert,1,1-1-58,3393,1,True
380,BLUE,1,535,St. Norbert,1,1-1-59,3402,1,True
381,BLUE,1,536,Unicity Shopping Centre,0,1-1-59,3392,1,True
382,BLUE,1,539,Unicity Shopping Centre,0,1-1-60,3392,1,True
383,BLUE,1,541,St. Norbert,1,1-1-60,3402,1,True
384,BLUE,1,542,Unicity Shopping Centre,0,1-1-60,3392,1,True
385,BLUE,1,543,St. Norbert,1,1-1-60,3393,1,True
386,BLUE,1,544,Unicity Shopping Centre,0,1-1-60,3392,1,True
387,D15,1,547,Unicity,1,1-1-61,3425,1,False
388,BLUE,1,548,University of Manitoba,1,1-1-61,3397,1,True
389,BLUE,1,549,Unicity Shopping Centre,0,1-1-61,3396,1,True
390,BLUE,1,550,University of Manitoba,1,1-1-61,3397,1,True
391,BLUE,1,553,Unicity Shopping Centre,0,1-1-62,3396,1,True
392,BLUE,1,555,St. Norbert,1,1-1-62,3402,1,True
393,BLUE,1,558,St. Norbert,1,1-1-63,3402,1,True
394,BLUE,1,559,Unicity Shopping Centre,0,1-1-63,3392,1,True
395,22,1,562,Unicity,1,1-1-64,3233,1,False
396,BLUE,1,563,University of Manitoba,1,1-1-64,3397,1,True
397,BLUE,1,564,Unicity Shopping Centre,0,1-1-64,3396,1,True
398,D13,1,567,The Airport,1,1-1-65,3418,1,False
399,BLUE,1,569,St. Norbert,1,1-1-65,3402,1,True
400,BLUE,1,570,Unicity Shopping Centre,0,1-1-65,3392,1,True
401,BLUE,1,573,St. Norbert,1,1-1-66,3402,1,True
402,BLUE,1,574,Unicity Shopping Centre,0,1-1-66,3392,1,True
