,name,number,pop2021,pop2016,pop_change,area,pop_den,transit_user,income_avg,income_med,LIM-AT,geometry,lost_stops,added_stops,stop_change,lost_per_km,stops2024,stop_den_2024,stops2025,stop_den_2025
0,River Heights - Fort Garry,8.0,49990,49030,0.01957984907199674,23.184713,2156.1621228608697,0.08872839824606654,64200,44400,0.10892178435687137,"POLYGON ((629727.9073378422 5526669.054415477, 629777.183092356 5526666.872400269, 629839.4459660989 5526656.925841204, 629967.8469962359 5526644.654112182, 630023.134361374 5526646.979281412, 630060.7246026455 5526652.275500732, 630096.118850462 5526660.80112223, 630125.3126461302 5526671.522737244, 630163.6779440177 5526692.320086966, 630219.0944853842 5526717.638599615, 630421.5134137453 5526790.623087358, 630468.2751572184 5526803.023991387, 630517.4912463229 5526812.324669322, 630553.6605506275 5526815.424895184, 630590.6546246909 5526813.487253657, 630640.3874180305 5526805.090807709, 630681.0778852749 5526792.560727052, 630723.3184655139 5526773.0551377, 630759.8752979196 5526750.190970135, 630791.9109672657 5526723.580696078, 630899.2562947031 5526620.885706493, 630941.4968748272 5526582.649584567, 630995.8800070691 5526538.471362587, 631044.191863321 5526508.890038433, 631091.987015294 5526489.642801219, 631140.6863999042 5526475.433431385, 631189.2566084518 5526465.228520234, 631282.1342147881 5526461.611589237, 631338.0674603536 5526463.67840627, 631388.8336624784 5526469.749682034, 631466.2101385588 5526490.6762076, 631488.557601625 5526500.751942219, 631534.2859364862 5526526.199631019, 631623.2882605977 5526583.166284684, 631763.5734913795 5526678.369059703, 631801.6804371077 5526701.233226817, 631846.5045393469 5526724.097393881, 631889.2618241676 5526742.1820457475, 631927.2395937269 5526752.128604192, 631945.0658936993 5526752.645308423, 631973.0971044933 5526748.382497382, 632008.103823932 5526737.919234139, 632043.7564237904 5526725.1308013415, 632075.2753887152 5526707.821206884, 632107.1775558263 5526683.047362515, 632137.4090861107 5526656.5383000765, 632160.6607815239 5526624.8901587045, 632179.3913138713 5526588.333326037, 632223.1820066673 5526491.192908574, 632248.6296954702 5526446.11045418, 632307.5339904461 5526354.39543225, 632342.5407096688 5526309.571329965, 632379.3558941768 5526276.243899353, 632421.984002651 5526252.604675234, 632434.3171979229 5526247.916618468, 632417.5019998986 5526220.5610825615, 632379.4137039011 5526159.289489861, 632370.1065405549 5526144.151420286, 632459.2134538492 5526109.041509073, 632436.8443291441 5526096.813728133, 632283.7097140108 5526014.087007219, 632132.7097308775 5525931.087017749, 631980.5574728816 5525849.016453172, 632099.4840578292 5525630.190127683, 632123.2627764093 5525586.429161186, 632147.055251807 5525542.666437502, 632482.4639102462 5524934.283321938, 632818.7350619119 5524328.512522871, 632771.1234490833 5524195.380071027, 632769.1378895501 5524163.972132427, 632773.4700187864 5524127.690548141, 632784.8418584525 5524098.2681688, 632806.7671868493 5524054.143639279, 632841.2611242495 5523883.266541497, 632847.4467219968 5523852.624142548, 632798.0555812598 5523600.901146081, 632790.6948840125 5523378.322759725, 632780.5012865188 5523070.080971689, 632769.6456887237 5522741.821112713, 632766.9615923511 5522660.657356139, 632765.8667443751 5522627.550506674, 632930.2041506774 5522327.241517926, 633021.1344387806 5521838.689374442, 632919.1352704442 5521281.705740259, 632912.7609371329 5521246.893530734, 632903.6245967611 5521124.463605558, 632921.6506101514 5521134.47056711, 632989.6551250294 5521172.222595265, 633000.7096013078 5521178.3593775155, 633077.2516927454 5521220.850956148, 633156.5349502992 5521264.864265816, 633156.5349503213 5521247.317518895, 633166.4557267134 5521196.863283037, 633185.1634767002 5521137.055171949, 633215.020289959 5521066.003513873, 633285.4105620468 5520950.733536527, 633384.4293609946 5520803.055688456, 633488.361306508 5520656.60612699, 633536.0349869493 5520586.683153451, 633565.7454865519 5520532.687549044, 633584.6051949288 5520487.346742513, 633594.1688239406 5520454.00873921, 633514.2503996601 5520430.807470869, 633303.3074795934 5520369.56823429, 633004.5349502747 5520271.228897335, 632877.4519697329 5520239.49047354, 632598.3717658118 5520099.308853238, 632215.5627076093 5520060.6036846, 631778.9554021063 5519817.499554099, 631152.8918104365 5519468.90565019, 631099.9187607319 5519559.601259102, 631014.2921068377 5519701.434182416, 630985.8887470387 5519774.263461182, 630976.7193700017 5519899.128030955, 630962.8111821247 5520473.157654269, 630918.462494545 5521171.748845809, 630863.7583253923 5521293.839914738, 630678.797056905 5521039.585763982, 630638.8047165448 5521017.42027851, 629738.314539949 5520509.408756272, 629393.8274450395 5520306.491650155, 629170.2378872139 5520710.908816486, 629109.8452787583 5520804.451320006, 628955.9386935494 5520963.029576518, 628973.0655148634 5521019.084353216, 629481.8746936742 5522683.729348566, 629603.6388899231 5523082.104102643, 629620.0278032452 5523152.179402789, 629622.9142132435 5523167.107822206, 629625.8629027571 5523182.358349267, 629632.8077179098 5523236.170737946, 629636.4019089385 5523290.606248738, 629638.2291024034 5523357.953028907, 629445.4328572769 5523325.255592335, 628862.0644231543 5523226.590613168, 628887.7400724613 5523918.226060056, 628901.7188855899 5524298.392077575, 628930.3955907017 5525069.426805439, 628952.7226223337 5525671.390913825, 628966.2760106323 5526036.806856143, 629158.7256538307 5526372.88691347, 629122.3533723099 5526452.954194476, 629107.94472265 5526484.6723422855, 629161.6590380375 5526499.331019595, 629231.5433010955 5526520.903425651, 629296.1313445863 5526541.571599129, 629347.414251136 5526560.560483556, 629382.4209707552 5526578.903487656, 629414.1982882442 5526603.834472185, 629470.0023578865 5526632.124034841, 629528.9066535556 5526651.500447473, 629599.6951491998 5526669.972627437, 629639.6105600303 5526674.622966306, 629727.9073378422 5526669.054415477))",131,10,-121,5.2189561285490145,376,16.21758268044983,255,10.998626551900816
