,stop_code,stop_name,stop_lat,stop_lon,stop_change
0,10001,Southbound Osborne at Mulvey,49.87126079164335,-97.1395184825284,Unchanged
1,10002,Southbound Osborne at Glasgow,49.86881850124874,-97.13755263735648,Unchanged
2,10003,Southbound Osborne at Brandon,49.86787982449569,-97.13679549876352,Unchanged
3,10004,Southbound Osborne at Hethrington,49.866522026651005,-97.1357066180771,Removed
4,10005,Southbound Osborne at Morley,49.865163994792965,-97.1346038905436,Unchanged
5,10006,Southbound Osborne at Maplewood,49.86325019276681,-97.13306344112284,Unchanged
6,10007,Southbound Osborne at Ashland,49.86106287002816,-97.13129711504052,Unchanged
7,10008,Southbound Osborne at Jubilee,49.859814917782366,-97.13032952377256,Unchanged
8,10009,Southbound Osborne at Montague,49.857798129847104,-97.12854293933007,Unchanged
9,10010,Northbound Eccles at Clare,49.863344479060856,-97.1177808338334,Unchanged
10,10011,Northbound Eccles at Balfour,49.864088900118915,-97.11875381623238,Removed
11,10012,Southbound Eccles at Balfour,49.86411026941578,-97.11896171866242,Removed
12,10013,Southbound Eccles at Ashland,49.86476677227488,-97.1195067610404,Unchanged
13,10014,Northbound Eccles at Ashland,49.86512883405248,-97.1196457748323,Unchanged
14,10017,Northbound Eccles at Oakwood,49.866541392065265,-97.12077379976031,Unchanged
15,10018,Southbound Eccles at Oakwood,49.86665332932752,-97.12101994777562,Unchanged
16,10021,Northbound Eccles at Bartlet,49.86819059799425,-97.12207362695938,Unchanged
17,10022,Southbound Eccles at Bartlet,49.86828545625278,-97.12237611534658,Unchanged
18,10023,Northbound Eccles at Morley,49.86896507712801,-97.122683765846,Removed
19,10024,Eastbound Morley at Eccles,49.86884576657141,-97.12309198079828,Removed
20,10025,Westbound Morley at Mabel,49.86838896714752,-97.1248771124813,Unchanged
21,10026,Eastbound Morley at Mabel,49.86816806156839,-97.12512225063858,Unchanged
22,10027,Westbound Morley at Fisher,49.867737298197554,-97.12685066430342,Removed
23,10028,Eastbound Morley at Fisher,49.86743885884135,-97.12730753574589,Removed
24,10029,Westbound Morley at Casey,49.8668532204428,-97.12947329217964,Unchanged
25,10030,Eastbound Morley at Casey,49.86676961806647,-97.12930952663837,Unchanged
26,10031,Eastbound Morley at Hay,49.86626350639666,-97.130832018601,Removed
27,10032,Westbound Morley at Hay,49.86608977178946,-97.13177110064656,Removed
28,10033,Westbound Morley at Osborne,49.86531795958643,-97.13411090553032,Removed
29,10034,Eastbound Morley at Osborne,49.865225598472506,-97.13396139049556,Removed
30,10035,Westbound Morley at Nassau,49.864056527892096,-97.13788885364536,Unchanged
31,10036,Eastbound Morley at Nassau,49.86376658562313,-97.13831746375344,Unchanged
32,10037,Westbound Morley at Daly,49.86308699048547,-97.1408065758905,Unchanged
33,10038,Northbound Daly at Morley (95 to Riverview via Ft Rouge Station),49.86282651776286,-97.14083049052864,Removed
34,10039,Southbound Daly at Kylemore,49.86137098968443,-97.13981493409268,Unchanged
35,10040,Northbound Daly at Kylemore,49.86110425861084,-97.13944948419524,Unchanged
36,10041,Eastbound Rathgar at Daly,49.859879047722984,-97.13877300818372,Unchanged
37,10042,Southbound Daly at Beresford,49.8593934337199,-97.13822119004028,Unchanged
38,10043,Westbound Beresford at Cockburn,49.857908237494435,-97.1420767146433,Unchanged
39,10044,Northbound Cockburn at Rathgar,49.85851248257484,-97.14273531657744,Removed
40,10045,Southbound Cockburn at Rosedale,49.85699426711564,-97.1417361082822,Removed
41,10046,Northbound Cockburn at Rosedale,49.857336985691546,-97.1417925281746,Removed
42,10047,Southbound Cockburn at Jubilee,49.85621067256511,-97.14111224788108,Removed
43,10048,Northbound Cockburn at Jubilee,49.856343728884,-97.14099583595284,Removed
44,10049,Westbound Jubilee at Riverdale,49.85532090632452,-97.14340028869884,Removed
45,10050,Eastbound Jubilee at Riverdale,49.85544147094654,-97.14250523719168,Removed
46,10051,Westbound Jubilee at Lilac,49.85477099142812,-97.14500742201072,Removed
47,10052,Eastbound Jubilee at Lilac,49.85465122999685,-97.14483114215784,Removed
48,10053,Eastbound Jubilee at Riverside,49.85419617138107,-97.14618418007232,Removed
49,10054,Westbound Jubilee at Riverside,49.85426444286292,-97.14651547081624,Removed
50,10055,Westbound Jubilee at Riverside West,49.85370727385865,-97.14823410995984,Removed
51,10056,Eastbound Jubilee at Riverside West,49.853294772790775,-97.14887593322446,Removed
52,10057,Northbound Osborne at Wavell,49.85808421877715,-97.128434489488,Unchanged
53,10058,Northbound Osborne at Jubilee,49.860128650723894,-97.13026175549768,Unchanged
54,10059,Northbound Osborne at Baltimore,49.86177820225123,-97.13158955493624,Unchanged
55,10060,Northbound Osborne at Maplewood,49.86331874363638,-97.13285206958416,Unchanged
56,10061,Northbound Osborne at Morley,49.86508647491589,-97.13425898259815,Unchanged
57,10062,Northbound Osborne at Hethrington,49.86663575367936,-97.13550741262756,Removed
58,10063,Northbound Osborne at Brandon,49.868185019459986,-97.1367559215614,Unchanged
59,10064,Northbound Osborne at Glasgow,49.86910549368015,-97.13749984727306,Unchanged
60,10065,Northbound Osborne at Mulvey,49.87193947531293,-97.13977075612964,Unchanged
61,10066,Northbound Osborne at Osborne Junction,49.875128246779894,-97.14229276290868,Unchanged
62,10067,Southbound Osborne at Osborne Junction,49.87466012253285,-97.14226897185502,Unchanged
63,10068,Southbound Pembina at Osborne Junction,49.87456972006579,-97.142801343363,Unchanged
64,10070,Southbound Pembina at Warsaw,49.8718722879166,-97.14399040241452,Unchanged
65,10071,Northbound Pembina at Nassau,49.87101605281816,-97.1438840520329,Unchanged
66,10072,Southbound Pembina at Fleet,49.869597348869625,-97.14516313949728,Unchanged
67,10073,Northbound Pembina at Daly,49.868433835110814,-97.14552779552844,Unchanged
68,10075,Southbound Pembina at Scotland,49.8657527058665,-97.14717514414842,Unchanged
69,10076,Northbound Pembina at Scotland,49.8659332479856,-97.14665334451614,Unchanged
70,10077,Northbound Pembina at Grant,49.8643694281962,-97.14729764710935,Unchanged
71,10078,Southbound Pembina at Grant,49.8642333855791,-97.1477898943185,Unchanged
72,10079,Southbound Pembina at Arbuthnot,49.86256791196633,-97.14882764298224,Removed
73,10080,Northbound Pembina at Arbuthnot,49.86264058739672,-97.14831000850648,Removed
74,10081,Southbound Pembina at Ebby,49.86088533775143,-97.14992162993975,Unchanged
75,10082,Northbound Pembina at Jackson,49.85965643356954,-97.1501355412721,Unchanged
76,10083,Northbound Pembina at Taylor,49.858382256498274,-97.15089380848178,Removed
77,10085,Northbound Pembina at Stafford,49.85652863546824,-97.15198023704131,Unchanged
78,10086,Southbound Pembina at Stafford,49.85689310303675,-97.15227242676562,Unchanged
79,10087,Northbound Stafford at Stafford Loop,49.8573982958364,-97.15236446419968,Unchanged
80,10088,Southbound Stafford at Taylor,49.85809071169907,-97.15347897808635,Removed
81,10089,Northbound Stafford at Ebby,49.85930729462343,-97.15418395854036,Unchanged
82,10090,Southbound Stafford at Ebby,49.85936655401476,-97.15451563846484,Unchanged
83,10091,Northbound Stafford at Carter,49.86068334625883,-97.1553003325384,Removed
84,10092,Southbound Stafford at Carter,49.86061497536657,-97.15552556781051,Removed
85,10093,Northbound Stafford at Grant,49.862086577811525,-97.1564296490461,Removed
86,10094,Southbound Stafford at Grant,49.86224648824648,-97.15686883921958,Unchanged
87,10095,Northbound Stafford at Lorette,49.863408228171195,-97.15752038775958,Removed
88,10096,Southbound Stafford at Dudley,49.863385465150394,-97.15778564341193,Removed
89,10097,Northbound Stafford at Fleet,49.86508510920402,-97.15888990766324,Unchanged
90,10098,Southbound Stafford at Fleet,49.865217157104595,-97.15927452879126,Unchanged
91,10099,Northbound Stafford at Warsaw,49.8664788751777,-97.15999195447144,Unchanged
92,10100,Southbound Stafford at Warsaw,49.86650149684253,-97.16028333374211,Unchanged
93,10101,Northbound Stafford at Corydon,49.86798183214363,-97.16117341609116,Unchanged
94,10102,Southbound Stafford at Corydon,49.86817768362978,-97.16161131012193,Unchanged
95,10103,Northbound Stafford at Dorchester,49.86955801927465,-97.1624356724031,Removed
96,10104,Southbound Stafford at Dorchester,49.86972667652312,-97.1628607003537,Removed
97,10105,Northbound Stafford at Grosvenor,49.87045048177888,-97.16312549874168,Removed
98,10106,Northbound Stafford at Harvard,49.872392629447205,-97.16477762196722,Removed
99,10107,Southbound Stafford at Harvard,49.872388491041306,-97.16508397094128,Removed
100,10108,Northbound Stafford at Kingsway,49.873368409988906,-97.1656174721763,Unchanged
101,10109,Southbound Stafford at Kingsway,49.87344605767615,-97.16597640125816,Unchanged
102,10110,Southbound Stafford at Academy,49.87458562578229,-97.16693535697904,Removed
103,10111,Northbound Stafford at Academy,49.87477220526549,-97.16678910690614,Removed
104,10112,Eastbound Academy at Stafford,49.87480688343775,-97.1672749417157,Removed
105,10113,Westbound Academy at Stafford,49.87490973342276,-97.16752158170203,Removed
106,10114,Eastbound Academy at Wellington Crescent,49.87692410978963,-97.16294944695169,Unchanged
107,10115,Westbound Academy at Wellington Crescent,49.877233288611016,-97.16316042060242,Unchanged
108,10116,Westbound Grosvenor at Arbuthnot,49.87240623915281,-97.15770684705406,Removed
109,10117,Eastbound Grosvenor at Arbuthnot,49.87253678672985,-97.15686680669614,Unchanged
110,10118,Eastbound Grosvenor at Lilac,49.871833949164035,-97.1590508032336,Unchanged
111,10119,Westbound Grosvenor at Ruskin,49.87181427959084,-97.15951083411672,Unchanged
112,10120,Westbound Grosvenor at Wentworth,49.871264587915185,-97.16114616124996,Removed
113,10121,Eastbound Grosvenor at Wentworth,49.87109533198359,-97.16125001191452,Removed
114,10122,Westbound Grosvenor at Stafford,49.87048385086711,-97.1635278337842,Removed
115,10123,Eastbound Grosvenor at Stafford,49.870391747814246,-97.16339215480494,Removed
116,10124,Westbound Grosvenor at Harrow,49.869874260178584,-97.1653601786066,Removed
117,10125,Westbound Corydon at Harrow,49.86747977080107,-97.16354435612362,Unchanged
118,10126,Eastbound Corydon at Stafford,49.867951838669114,-97.1615503020115,Unchanged
119,10127,Westbound Corydon at Stafford,49.86823530895113,-97.16127512305748,Unchanged
120,10128,Eastbound Corydon at Wentworth,49.86867336907407,-97.15940755873564,Removed
121,10129,Westbound Corydon at Wentworth,49.86890466592027,-97.15924568118638,Removed
122,10130,Eastbound Corydon at Lilac,49.86937732255068,-97.15729325371504,Unchanged
123,10131,Westbound Portage at Dominion,49.8843339971199,-97.17819036952868,Unchanged
124,10132,Southbound Vaughan at Portage,49.89152984229601,-97.14982213350824,Removed
125,10134,Southbound Vaughan at Graham (The Bay),49.8907489587995,-97.14936468639172,Removed
126,10135,Southbound Kennedy at Ellice,49.893920832256754,-97.1497167657392,Removed
127,10138,Southbound Kennedy at Portage South,49.891388282812976,-97.1482820594645,Removed
128,10140,Westbound Corydon at Lilac,49.869643245963175,-97.15704654337084,Unchanged
129,10141,Eastbound Corydon at Arbuthnot,49.870115421381186,-97.15506624798056,Unchanged
130,10142,Westbound Corydon at Arbuthnot,49.870158029691645,-97.15548214020866,Unchanged
131,10143,Eastbound Corydon at Cockburn,49.87078511098805,-97.1530644615138,Unchanged
132,10144,Westbound Corydon at Cockburn,49.870913628082725,-97.15322656787896,Unchanged
133,10145,Eastbound Corydon at Hugo,49.87154876201081,-97.15075284343358,Unchanged
134,10146,Westbound Corydon at Hugo,49.87158306287575,-97.1512108143922,Unchanged
135,10147,Eastbound Corydon at Daly,49.87225299871164,-97.1486661087291,Unchanged
136,10148,Westbound Corydon at Daly,49.87246741296988,-97.14857440221664,Unchanged
137,10149,Westbound Corydon at Nassau,49.87324850568172,-97.14623412710976,Unchanged
138,10150,Eastbound Corydon at Nassau,49.87343766115527,-97.14512735006932,Unchanged
139,10153,Southbound Donald at Stradbrook,49.87979056149556,-97.13799350301632,New
140,10156,Northbound Harkness at River,49.88298668557666,-97.1353786903807,Removed
141,10157,Eastbound Mayfair at Queen Elizabeth,49.88451542040469,-97.13312021242491,Unchanged
142,10158,Northbound Queen Elizabeth at Mayfair,49.88515638791982,-97.13214881973482,Unchanged
143,10159,Southbound Queen Elizabeth at Stradbrook,49.88390505936916,-97.13208574909751,Unchanged
144,10161,Westbound Stradbrook at Harkness,49.88178236777364,-97.13432536599645,Unchanged
145,10162,Westbound Portage at Sherburn,49.88454275718247,-97.17659548192252,Removed
146,10166,Southbound Donald at River,49.88194807260272,-97.1373536715925,New
147,10169,Westbound River at Bryce,49.88055539277718,-97.1424881452546,Unchanged
148,10170,Westbound River at Osborne,49.879430849269994,-97.14584423371304,Unchanged
149,10171,Northbound Osborne at River,49.87946828908375,-97.14649703403526,Unchanged
150,10172,Southbound Osborne at River,49.87917208027641,-97.14653621683205,Unchanged
151,10173,Westbound River at Norquay,49.87846922155663,-97.14870674903784,Unchanged
152,10176,Westbound Wellington at Stradbrook,49.87608260866625,-97.1507745104009,Unchanged
153,10177,Westbound Wellington at Wardlaw,49.87423831504161,-97.15131818694168,Removed
154,10178,Westbound Wellington at Hugo,49.87292107703529,-97.15276028727055,Unchanged
155,10179,Westbound Wellington at Dorchester,49.87261617524145,-97.1556390090964,Unchanged
156,10180,Eastbound Wellington at Cockburn,49.8723402995605,-97.15413247632144,Removed
157,10181,Eastbound Wellington at Hugo,49.87309809067663,-97.15201587669505,Unchanged
158,10182,Eastbound Wellington at Wardlaw,49.87439457261732,-97.1509642592722,Removed
159,10184,Eastbound Stradbrook at Nassau,49.876449335119055,-97.14839426866251,Unchanged
160,10185,Southbound Osborne at Wardlaw,49.876983910800725,-97.14414239237144,Unchanged
161,10186,Northbound Osborne at Stradbrook,49.87766570664935,-97.1445895101974,Unchanged
162,10187,Eastbound Stradbrook at Osborne,49.87802988453734,-97.14374038200764,Unchanged
163,10188,Eastbound Stradbrook at Scott,49.87908558040799,-97.14058186417778,Unchanged
164,10190,Northbound Sherbrook at West Gate,49.87856252584976,-97.16020078057518,Removed
165,10194,Southbound Maryland at Westminster,49.88199448761594,-97.16107260049073,Unchanged
166,10195,Southbound Maryland at Alloway,49.8835663402238,-97.1609293459362,Unchanged
167,10196,Southbound Maryland at Broadway,49.88534583685297,-97.16083387489547,Unchanged
168,10197,Southbound Maryland at Portage South,49.88730424022192,-97.16067590613268,Unchanged
169,10198,Eastbound Broadway at Maryland,49.885720671208055,-97.1600817803912,Unchanged
170,10199,Westbound Broadway at Sherbrook,49.88581887004547,-97.15833783477328,Unchanged
171,10200,Northbound Sherbrook at Broadway North,49.88646908037116,-97.15906486982296,Removed
172,10201,Northbound Sherbrook at Broadway South,49.88522918233358,-97.15915380410776,Unchanged
173,10202,Northbound Sherbrook at Sara,49.88405221099567,-97.15924033938371,Unchanged
174,10205,Northbound Sherbrook at Westminster,49.88210257745705,-97.15938409791627,Unchanged
175,10206,Northbound Sherbrook at Misericordia Health Ctr,49.87995495083067,-97.15952145163256,Unchanged
176,10207,Eastbound Broadway at Young,49.88556214264012,-97.15577210502128,Unchanged
177,10208,Westbound Broadway at Young,49.88570787131376,-97.15532105770572,Unchanged
178,10211,Eastbound Broadway at Balmoral,49.88545396320676,-97.152936222242,Unchanged
179,10214,Westbound Broadway at Balmoral,49.885610890696434,-97.1526239561492,Unchanged
180,10226,Northbound Arlington at Wolseley,49.87964894884171,-97.16972246306644,New
181,10228,Eastbound Wolseley at Lenore,49.87936880440004,-97.17134775613164,Removed
182,10229,Westbound Wolseley at Ruby,49.879556549236696,-97.17355392298204,Removed
183,10230,Eastbound Wolseley at Aubrey,49.87946929830387,-97.17486568108222,Removed
184,10231,Southbound Aubrey at Wolseley,49.87918952386864,-97.1753773424034,Removed
185,10232,Northbound Aubrey at Wolseley,49.87890558107368,-97.17505397382828,Removed
186,10233,Northbound Valour at Portage,49.88300167840553,-97.18901526314784,Unchanged
187,10234,Southbound Valour at Portage,49.88277998189512,-97.18921845002464,Unchanged
188,10235,Northbound Valour at Riddle,49.88395415469383,-97.18895177776083,Unchanged
189,10236,Southbound Valour at Riddle,49.88414598605108,-97.18913949521662,Unchanged
190,10237,Northbound Valour at Wolever South,49.88545456888347,-97.18883993898233,Removed
191,10238,Southbound Valour at Wolever South,49.88561921359789,-97.18901475748962,Removed
192,10239,Northbound Valour at Wolever,49.88705365180174,-97.18871047664672,Unchanged
193,10240,Southbound Valour at Wolever,49.887263463027615,-97.1888975318869,Unchanged
194,10241,Northbound Valour at Felix,49.889164930461305,-97.1885479063302,Removed
195,10242,Southbound Valour at Felix,49.88929383446625,-97.18873799752916,Removed
196,10243,Northbound Valour at St. Matthews,49.890521507208376,-97.1884414242625,Unchanged
197,10244,Southbound Valour at St. Matthews,49.890704349729646,-97.18862950102546,Unchanged
198,10245,Southbound Valour at Dyson,49.89206092619568,-97.18852301670655,Removed
199,10246,Northbound Valour at Ellice,49.89373786542604,-97.18819566968502,Unchanged
200,10247,Southbound Valour at Ellice,49.893938687804685,-97.1883830843936,Unchanged
201,10248,Southbound Valour at Dauphin,49.89507052040982,-97.1882850006918,Removed
202,10249,Northbound Valour at Dauphin,49.89517534798836,-97.18808613381022,Removed
203,10250,Southbound Valour at Sargent,49.89756857032963,-97.18812181266208,Unchanged
204,10251,Northbound Valour at Sargent,49.89775365133346,-97.18787815320964,Unchanged
205,10252,Southbound Valour at Wellington,49.900596139807,-97.1878830618363,Unchanged
206,10253,Northbound Valour at Wellington,49.90071872787255,-97.1876695795604,Unchanged
207,10254,Westbound Wellington at Spruce,49.900877381282015,-97.18631281308296,Removed
208,10255,Eastbound Wellington at Spruce,49.90074934527326,-97.1861783548698,Removed
209,10256,Westbound Wellington at Erin,49.90079931249163,-97.183628027701,Unchanged
210,10257,Eastbound Wellington at Erin,49.90067105507162,-97.18347965915264,Unchanged
211,10258,Westbound Wellington at Wall,49.90073651181336,-97.18134652891314,Unchanged
212,10259,Eastbound Wellington at Wall,49.90061830722169,-97.18183838114584,Unchanged
213,10260,Eastbound Wellington at Downing,49.90051361747519,-97.17861150834516,Removed
214,10261,Westbound Wellington at Downing,49.90063312228658,-97.17820315577411,Removed
215,10262,Eastbound Wellington at Dominion,49.90045466370626,-97.1765805493447,Unchanged
216,10263,Westbound Wellington at Sherburn,49.900542146837694,-97.17528214131642,Unchanged
217,10264,Eastbound Wellington at Ingersoll,49.900366501344955,-97.17384047826832,Removed
218,10265,Westbound Wellington at Ingersoll,49.900487526157946,-97.17352953885953,Removed
219,10266,Westbound Wellington at Banning,49.90043485682806,-97.1719021992824,Unchanged
220,10267,Eastbound Wellington at Banning,49.90028792324874,-97.17114183157204,Unchanged
221,10268,Eastbound Wellington at Arlington,49.90021500618733,-97.16880505008034,Unchanged
222,10269,Southbound Arlington at St. Paul,49.887981239625574,-97.16933769236952,Unchanged
223,10270,Southbound Arlington at Portage,49.88586977699042,-97.16948718146293,Unchanged
224,10271,Northbound Burnell at Portage,49.88560366097396,-97.17086156664428,Removed
225,10272,Northbound Burnell at St. Paul,49.88788614906813,-97.1707195952788,Removed
226,10273,Northbound Burnell at St. Matthews,49.88995244509616,-97.17055793632548,Removed
227,10274,Southbound Arlington at St. Matthews,49.89013764929936,-97.16918648691274,Unchanged
228,10275,Northbound Arlington at St. Matthews,49.89068161473361,-97.16888744123123,Unchanged
229,10276,Southbound Arlington at Ellice,49.89335417244128,-97.16895337135236,Unchanged
230,10277,Northbound Arlington at Ellice,49.89352978267415,-97.16868217045956,Unchanged
231,10278,Northbound Arlington at Sargent,49.89669258495401,-97.16846495775908,Unchanged
232,10279,Southbound Arlington at Sargent,49.896947376121986,-97.1686502587122,Unchanged
233,10280,Northbound Arlington at Wellington,49.90012419211485,-97.16818182736726,Unchanged
234,10281,Southbound Arlington at Wellington,49.90037087485106,-97.16842315005972,Unchanged
235,10282,Southbound Arlington at Adele,49.90197014309667,-97.1683068781674,Unchanged
236,10283,Northbound Arlington at Adele,49.90249612506582,-97.16800842697964,Unchanged
237,10284,Southbound Arlington at Notre Dame,49.90380247955726,-97.16813998814582,Unchanged
238,10285,Northbound Arlington at Notre Dame,49.90397830714266,-97.16788264330256,Unchanged
239,10286,Southbound Arlington at Winnipeg,49.90450036435798,-97.1679046456694,Removed
240,10287,Northbound Arlington at McDermot,49.905846731329234,-97.1665862371348,Unchanged
241,10288,Southbound Arlington at Bannatyne,49.90601995794773,-97.16673287172851,Unchanged
242,10289,Southbound Arlington at William,49.906935303646115,-97.16602963516232,Unchanged
243,10290,Northbound Arlington at William,49.907188503829126,-97.16554648511212,Unchanged
244,10291,Northbound Arlington at Ross,49.9088236114516,-97.164286613919,Unchanged
245,10292,Southbound Arlington at Ross,49.908854552568904,-97.16453614899436,Unchanged
246,10293,Southbound Arlington at Logan,49.910640703664654,-97.1631590296608,Unchanged
247,10294,Northbound Arlington at Logan,49.91064527596594,-97.16288027913296,Unchanged
248,10295,Southbound McPhillips at Notre Dame,49.90546706334055,-97.17158661990268,Unchanged
249,10296,Eastbound Dublin at Notre Dame,49.911063160951414,-97.18998405229424,Removed
250,10297,Eastbound Ellice at Colony,49.89331913155378,-97.15146633855,Removed
251,10298,Northbound McPhillips at Elgin,49.90990680387381,-97.17077801104226,Removed
252,10299,Southbound McPhillips at Elgin,49.91064001937027,-97.17107063318852,Removed
253,10300,Northbound McPhillips at Pacific,49.91175668154072,-97.1705826571174,Unchanged
254,10301,Southbound McPhillips at Pacific,49.911734991187544,-97.17091777735286,Unchanged
255,10302,Southbound McPhillips at Logan,49.91384578666582,-97.17072647606416,Unchanged
256,10303,Northbound McPhillips at Logan,49.914342604659026,-97.17028977922644,Unchanged
257,10304,Southbound McPhillips at Henry,49.915111999402896,-97.17059497993472,Removed
258,10305,Westbound Logan at Wiens,49.92109187192049,-97.19339794659015,Removed
259,10306,Eastbound Logan at Wiens,49.921148331529565,-97.19413422296684,Removed
260,10307,Eastbound Logan at McKelvey,49.92049566949706,-97.19208279504537,Unchanged
261,10309,Eastbound Logan at Smart,49.91965381807246,-97.18943945645692,Removed
262,10310,Westbound Logan at Lock,49.920230765361275,-97.19067168446658,Unchanged
263,10311,Eastbound Logan at Cecil,49.91879349167019,-97.18676903968812,Unchanged
264,10312,Westbound Logan at Cecil,49.91885995778672,-97.1864182667935,Unchanged
265,10313,Eastbound Logan at Quelch,49.91788553591753,-97.1839333355115,Unchanged
266,10314,Westbound Logan at Quelch,49.91789543453848,-97.1834175201827,Unchanged
267,10315,Eastbound Logan at Vine,49.91699592827307,-97.18112490754775,Removed
268,10316,Westbound Logan at Weston,49.91689159397101,-97.180209412778,Unchanged
269,10317,Eastbound Logan at Electa,49.916267837208416,-97.17886771247636,Unchanged
270,10318,Westbound Logan at Blaine,49.9162485540895,-97.17821370851328,Removed
271,10319,Eastbound Logan at Winks,49.915331405635385,-97.1759497950007,Unchanged
272,10320,Westbound Logan at Winks,49.91538819133235,-97.17555760689962,Unchanged
273,10321,Eastbound Logan at Yeomans,49.91447055241411,-97.17326594177062,Unchanged
274,10322,Westbound Logan at Yeomans,49.91454618699146,-97.17292876481136,Unchanged
275,10323,Westbound Logan at McPhillips,49.91390104386392,-97.17080796373158,Unchanged
276,10324,Eastbound Logan at McPhillips,49.91347542376958,-97.17005793783272,Unchanged
277,10325,Eastbound Logan at Maude,49.91242715148226,-97.16690779700316,Unchanged
278,10326,Westbound Logan at Maude,49.91274861831329,-97.16732742042144,Unchanged
279,10327,Eastbound Wellington at St James,49.90117634165538,-97.20028337768906,Unchanged
280,10328,Westbound Logan at Trinity,49.91178338587166,-97.16431352335148,Removed
281,10329,Westbound Logan at Arlington,49.91116792794032,-97.16237290425114,Unchanged
282,10330,Eastbound Logan at Arlington,49.91096028438673,-97.16232508089888,Unchanged
283,10331,Eastbound Logan at Beacon,49.91036343623558,-97.16042559771378,Unchanged
284,10332,Westbound Logan at Tecumseh,49.91024051798084,-97.1594831210584,Unchanged
285,10333,Eastbound Logan at Nora,49.909493016703486,-97.15772872650253,Unchanged
286,10334,Westbound Logan at Nora,49.909587914353374,-97.15747439679588,Unchanged
287,10335,Eastbound Logan at Lulu,49.90884016135591,-97.15570613765506,Unchanged
288,10336,Westbound Logan at Lulu,49.90893483278459,-97.15543788766963,Unchanged
289,10337,Westbound Logan at Chambers,49.908291149388795,-97.1534289303624,Unchanged
290,10338,Eastbound Logan at Sherbrook,49.907893497751765,-97.15274771373365,Unchanged
291,10339,Eastbound Logan at Gunnell,49.90715498161741,-97.15043604876529,Unchanged
292,10340,Westbound Logan at Gunnell,49.907211903561915,-97.15005781898462,Unchanged
293,10341,Eastbound Logan at Isabel,49.90608397102869,-97.14702298357616,Unchanged
294,10342,Westbound Logan at Isabel,49.906450678491616,-97.1474546160045,Unchanged
295,10343,Eastbound Logan at Laura,49.90523278389173,-97.14442334000178,Unchanged
296,10344,Westbound Logan at Laura,49.90531777030264,-97.14411367753918,Unchanged
297,10345,Eastbound Logan at Fountain,49.90448533756238,-97.14212619667832,Unchanged
298,10346,Westbound Logan at Fountain,49.904598626575954,-97.14189901013768,Unchanged
299,10347,Eastbound Logan at Stanley,49.90377469858283,-97.13988341530376,Unchanged
300,10348,Westbound Logan at Princess,49.903452989965075,-97.13833598801062,Unchanged
301,10349,Eastbound Logan at Main,49.90258203711647,-97.136196973655,Removed
302,10351,Eastbound Higgins at Point Douglas,49.902326310841474,-97.11540064673056,Unchanged
303,10352,Westbound Higgins at Boyle,49.90228770761403,-97.11579209300088,Unchanged
304,10353,Westbound Higgins at Maple,49.90415553943777,-97.13113653216558,Unchanged
305,10354,Eastbound Higgins at McArthur,49.90176827525245,-97.1170378489802,Removed
306,10355,Eastbound Higgins at Acores,49.90215918065647,-97.12005859640672,Unchanged
307,10356,Westbound Higgins at Acores,49.90226903502249,-97.11962260497116,Unchanged
308,10357,Westbound Higgins at Annabella,49.902631058973,-97.1219760487171,Unchanged
309,10358,Eastbound Higgins at Annabella,49.902490615714015,-97.12219040085068,Unchanged
310,10359,Westbound Higgins at Waterfront,49.9036763296592,-97.1265313278086,Unchanged
311,10360,Eastbound Higgins at Waterfront,49.90356599881891,-97.12693948078116,Removed
312,10363,Westbound Higgins at Main,49.90444361997203,-97.13338158825977,Removed
313,10365,Northbound St James at Portage,49.881352025435014,-97.20148003285902,Removed
314,10366,Northbound St James at Ness North,49.88492736941332,-97.2011801008174,Removed
315,10367,Northbound St James at Maroons,49.88777496997787,-97.2009350205312,Removed
316,10368,Eastbound Higgins at Maple,49.90404541688423,-97.13155859745056,Unchanged
317,10369,Northbound St James at St. Matthews,49.89079445545319,-97.20075312995624,Unchanged
318,10370,Northbound St James at Ellice,49.89391152864786,-97.20048403793366,Unchanged
319,10371,Northbound St James at Sargent,49.89753224247507,-97.200210091362,Removed
320,10372,Northbound St James at Wellington,49.90103543701407,-97.19989869234224,Unchanged
321,10373,Northbound St James at Saskatchewan,49.9059945348707,-97.19950518033548,Removed
322,10374,Northbound St James at Saskatchewan North,49.90836631275096,-97.19931936654712,Unchanged
323,10375,Northbound St James at Dublin,49.91128624678892,-97.1990991843692,Removed
324,10376,Northbound St James at Bangor,49.91390973405469,-97.1989039454874,Removed
325,10377,Northbound St James at Notre Dame,49.91590437172264,-97.19875997556896,Removed
326,10378,Eastbound Taylor at Stafford,49.8578376720112,-97.1534051423684,Unchanged
327,10379,Westbound Taylor at Stafford,49.85795153652558,-97.15377647107316,Unchanged
328,10380,Westbound Polo Park West Access at Polo Park,49.88314266308972,-97.19978474654792,Removed
329,10381,Westbound Polo Park West Access at Polo Park (FX4),49.88485754826512,-97.19958173941802,Unchanged
330,10383,Southbound Empress at Eastway,49.882113407490856,-97.19664914039193,Unchanged
331,10384,Southbound Empress at Westway,49.8838208137067,-97.1965437535458,Removed
332,10385,Westbound Wellington at St James,49.90130005056893,-97.19898364708482,Removed
333,10386,Westbound Westway at Empress,49.883782138065975,-97.1957934576361,Unchanged
334,10387,Northbound Keewatin at Pacific,49.919883734132355,-97.19494770380264,Unchanged
