,CTUID,DGUID,CTNAME,LANDAREA,PRUID,geometry,Location,poverty_rate,lost_stops,added_stops,stop_change,change_per_km,transit_users
0,6020520.05,2021S05076020520.05,0520.05,26.3221,46,"MULTIPOLYGON (((627137.7126643227 5522903.083205415, 627084.8057216103 5521232.741093656, 627051.7106549843 5520189.0850942, 627026.7091448817 5519499.089873541, 627000.2055304378 5519498.8177393, 626991.2924078854 5519498.725232502, 626540.7122840122 5519494.08454983, 625635.711245078 5519480.083572462, 625616.7115730181 5519462.088514759, 625624.7144700189 5519288.08182419, 625620.7111474971 5519221.082071048, 625611.710572482 5519198.081144648, 625589.7089957161 5519225.088072461, 625564.7084673363 5519240.091503151, 625536.710533766 5519247.091979912, 625373.7078363725 5519251.0861695595, 625324.714347124 5519246.088855461, 624974.71346948 5519240.082153944, 624921.7131465917 5519237.085144642, 624752.7070091177 5519237.090388035, 624417.7147524977 5519227.084402117, 624038.724110408 5519223.08201259, 624038.7064007286 5519223.085856154, 623992.711546112 5519219.088875379, 623981.7150285164 5519207.088209339, 623978.7145820685 5519171.081962847, 623983.7152674014 5519017.084760778, 623286.709345183 5519004.092591354, 622563.7131862866 5518987.08244201, 622337.7136959002 5518984.089041271, 622345.7095462654 5518785.090900596, 622191.5577762527 5518782.883297286, 621968.5985561688 5518776.772871255, 621917.2020081778 5518775.365464585, 621576.2941074128 5518770.596758223, 621529.3869826202 5518769.941107199, 621462.2977431414 5518767.521351841, 621392.5316460169 5518766.104955123, 620974.7714653482 5518757.627662385, 620397.214317069 5518743.271254199, 620339.7078730831 5518747.091645744, 620323.7152221937 5518747.09020732, 620315.2788173154 5518742.874175969, 620314.5457044136 5518742.883920163, 620292.2589848167 5518743.170326466, 619863.2685901453 5518733.008498121, 619064.5503696554 5518721.541869993, 618779.3475326577 5518717.304431899, 618780.6635431637 5518956.095662393, 618876.7096703978 5521860.091495167, 619886.7130190871 5521953.080870983, 620086.7098636578 5521972.08196799, 620086.7326542361 5521972.084442925, 620178.7119762233 5521983.087358483, 620205.7125100443 5521990.086465009, 620277.7137173113 5522019.087934185, 620342.7107403675 5522048.089656669, 620363.7082597292 5522056.088416934, 620408.7129886439 5522066.082895567, 620477.7093665964 5522072.084496705, 620489.7155130634 5522073.085485971, 620547.7099415212 5522076.085038249, 620589.7132814642 5522074.088181198, 620642.7110099724 5522063.0840941025, 620669.4923085592 5522056.387652882, 620714.693459957 5522045.087475063, 620714.7137111444 5522045.086791388, 620747.7162261764 5522041.089204479, 620781.7142011854 5522040.0820817845, 621545.7126793691 5522110.09301279, 621601.7128166894 5522113.090231352, 622004.7126184053 5522149.082773277, 622320.7089075199 5522177.089791897, 623124.7146013892 5522248.090141365, 623421.7157550557 5522273.0821515415, 623973.7083644132 5522369.087584966, 624249.1738390159 5522415.896179366, 625067.7072290306 5522555.085472974, 625246.7114734398 5522584.081212953, 625429.707139362 5522616.091319139, 625709.0189387823 5522662.421675998, 626646.7132590483 5522818.083531544, 627137.7126643227 5522903.083205415)))",6020520.05 [CT] (Man.),0.0,0,0,0,0.0,0.0
1,6020001.00,2021S05076020001.00,0001.00,1.7766,46,"MULTIPOLYGON (((634143.7547446756 5525860.523166967, 634369.2864469825 5525868.357029349, 634764.0171317372 5525971.682098594, 634808.8888682574 5525982.385243525, 634813.8834092037 5525982.743594711, 634818.8782583815 5525983.099095637, 634823.8702582894 5525983.4542877, 634828.867649215 5525983.8129445, 634833.8596494833 5525984.168134939, 634838.8541913226 5525984.526482067, 634843.8518908407 5525984.882286986, 634848.8435835927 5525985.2403244395, 634853.8384340232 5525985.595819685, 634858.8332846339 5525985.951314117, 634863.8278273713 5525986.309657184, 634868.8226783472 5525986.665149999, 634873.8172214439 5525987.023491446, 634878.8120727708 5525987.378982629, 634883.8066162277 5525987.737322452, 634888.8014679137 5525988.092812013, 634893.7931622828 5525988.450842161, 634898.7905557253 5525988.8094876, 634903.7854079497 5525989.1649747295, 634908.7771028592 5525989.523002446, 634913.7748048964 5525989.878795997, 634918.766500157 5525990.23682209, 634923.7613530983 5525990.592305969, 634928.7558981809 5525990.950638489, 634933.7507514798 5525991.306120749, 634938.7452969135 5525991.664451643, 634948.7321549637 5525992.375104057, 634958.7244045814 5525993.089218753, 634963.7161014671 5525993.447237548, 634968.7138054706 5525993.80302217, 634973.7083521711 5525994.161347381, 634978.7003576286 5525994.516514295, 634983.6952127302 5525994.871988432, 634988.6926094112 5525995.230619251, 634993.6846154141 5525995.585783731, 634998.6791630059 5525995.944104885, 635003.6737107772 5525996.30242523, 635008.668258729 5525996.660744765, 635013.6631149 5525997.016214031, 635018.6548137618 5525997.374223902, 635023.6525197409 5525997.729999583, 635028.6473764555 5525998.08546642, 635033.6390758486 5525998.443473859, 635038.6367823735 5525998.799247105, 635048.6233395595 5525999.512716511, 635053.6178891292 5525999.87102874, 635057.6487794254 5525999.090258155, 635114.3906354631 5525995.350731139, 635147.3809398717 5525992.949698043, 635178.6109458946 5525987.498655077, 635292.478642566 5525966.038861822, 635371.6886142495 5525920.77431901, 635486.6109165259 5525850.37517074, 635582.8396283202 5525769.134133051, 635639.1203631959 5525606.693347196, 635634.9885812849 5525580.509933546, 635613.0969210751 5525441.742978407, 635490.6903643652 5525077.656137487, 635457.0233852998 5524977.51449484, 635455.8939909695 5524975.241963869, 635346.2202061613 5524750.294018559, 635346.1421931493 5524750.135689348, 635192.8079341861 5524571.955874994, 635184.9687900486 5524567.594598656, 635178.9696627737 5524561.091535878, 635175.7187121364 5524558.338907618, 635171.4662441222 5524553.837813565, 635166.9679505975 5524548.090802179, 635154.2183850266 5524538.595196745, 635140.2167121259 5524526.096043818, 635131.4705353668 5524517.59241222, 635117.7203416484 5524507.593718423, 635113.9691669348 5524505.842049713, 635109.2167879343 5524502.339066941, 635102.2172106266 5524497.091329164, 635093.4698364562 5524490.092285092, 635085.2184074434 5524483.838676022, 635079.9684052152 5524480.085881717, 635076.2177730091 5524478.089246913, 635071.2200593952 5524475.095905331, 635064.2185046988 5524471.093234424, 635057.469670323 5524464.59271996, 635051.9686984849 5524460.095025113, 635045.2189647846 5524455.842843274, 635039.9704208192 5524450.343345528, 635028.2184478894 5524443.593134702, 635022.465983594 5524440.088692029, 635015.9686107556 5524435.3420355255, 635005.9692933435 5524430.591554594, 634994.7195100952 5524424.342424574, 634991.9719237938 5524422.586812256, 634982.4696955901 5524416.837912185, 634969.4695204124 5524409.341641787, 634965.7183674364 5524407.589961935, 634958.47041466 5524403.093657355, 634944.4735474787 5524397.591048503, 634928.721804723 5524387.842912454, 634925.2216262724 5524386.089533756, 634917.223397089 5524381.840730834, 634913.2195830479 5524379.09317996, 634908.7213034831 5524376.839868497, 634902.9685556972 5524372.591669497, 634885.7188088044 5524364.088284383, 634872.7212286305 5524358.088330617, 634869.7180673934 5524356.590458486, 634859.7185671348 5524350.588874208, 634851.7186626553 5524346.089091509, 634844.4672811623 5524343.091345175, 634842.7205858361 5524342.34329437, 634840.2213681366 5524341.090150285, 634829.4678199623 5524336.090896369, 634825.2190584311 5524333.342800459, 634817.9677580906 5524329.091130167, 634807.2185304487 5524323.838669057, 634801.9713654837 5524320.593486764, 634795.4712064445 5524316.593089138, 634787.4710142397 5524313.589327, 634783.4697634518 5524311.59151489, 634768.9681891386 5524306.83851824, 634758.9677250409 5524303.59256027, 634757.2173379306 5524303.0920089, 634745.4696472726 5524299.342954414, 634740.4671460756 5524297.594334278, 634724.7171396196 5524290.844199042, 634720.2174241084 5524289.590967874, 634710.966489396 5524285.83797887, 634704.2185401147 5524281.836720125, 634697.4713586924 5524279.588156378, 634682.2172217038 5524274.090767003, 634668.2156217408 5524268.339635111, 634661.4563575228 5524265.749612635, 634609.7072011032 5524380.087983266, 634596.7140254674 5524407.082601331, 634551.7065854557 5524491.081537045, 634542.7314819961 5524503.760336697, 634541.14239823 5524506.007040277, 634522.8959874118 5524531.811138342, 634521.7834341807 5524533.382945816, 634476.7124138571 5524597.090268375, 634464.3511100049 5524616.2924417695, 634429.7140211959 5524670.090409496, 634406.7114618191 5524711.087792313, 634402.7117651175 5524718.086759966, 634376.7084700974 5524765.081361412, 634350.1630283768 5524811.783904095, 634322.7116935943 5524860.092192301, 634298.7122890344 5524899.082313043, 634273.7128050418 5524945.081600976, 634251.7148164816 5524984.089301548, 634219.7094052 5525041.080875114, 634213.7107524811 5525052.089737349, 634173.7121442583 5525122.08562246, 634167.7146896017 5525133.083105188, 634116.7086246032 5525221.08462418, 634067.7144761031 5525305.08650877, 634024.7097211796 5525382.082668592, 633986.7112143296 5525453.088129549, 633970.7094907687 5525482.090248372, 633946.7121053333 5525526.091294793, 633906.7103932828 5525597.090821331, 633864.7118052933 5525673.092252965, 633825.7110667999 5525744.082087686, 633800.7082906376 5525791.0851606205, 633763.3855165518 5525858.791609971, 633704.55812547 5525965.514027148, 633695.5023455431 5525981.943609209, 633636.7638706828 5526088.505880658, 633713.2741659279 5526128.473545261, 633733.3001165095 5526142.553789307, 633782.9579494772 5526183.984702401, 633835.9358442358 5526229.983486313, 633837.9159390718 5526220.603739928, 633847.6352178834 5526117.748198655, 633884.0732645489 5526023.729571013, 633918.055128425 5525987.982733583, 633947.0548387049 5525962.798608336, 634022.5896718358 5525899.742765154, 634143.7547446756 5525860.523166967)))",6020001.00 [CT] (Man.),6.2,11,0,-11,-6.191601936282788,7.8
2,6020002.00,2021S05076020002.00,0002.00,1.8471,46,"MULTIPOLYGON (((634609.7072011032 5524380.087983266, 634661.4563575228 5524265.749612635, 634656.4682686671 5524263.84111343, 634651.9702567356 5524262.092252335, 634645.2091481389 5524259.306011433, 634639.2205803638 5524256.839662427, 634630.4684491804 5524252.339220221, 634622.2215595096 5524249.591241493, 634615.9703217172 5524247.341510178, 634607.4679250049 5524244.343945117, 634600.4677878232 5524242.595526806, 634592.966728481 5524238.841441071, 634582.1015934346 5524235.248279817, 634573.467287964 5524232.591002613, 634567.7207575192 5524231.592100416, 634557.7229609229 5524228.58850726, 634542.9710368433 5524224.338740549, 634532.9674662438 5524221.841849923, 634521.9678129625 5524218.346545619, 634513.7220954341 5524216.094470314, 634507.2202083508 5524214.590150894, 634502.2217441179 5524212.5911468975, 634499.2234672345 5524211.341673909, 634489.4691811433 5524208.592111087, 634486.7178592457 5524208.337884315, 634474.4691534331 5524205.090902807, 634458.7220156395 5524200.341465981, 634448.2214660565 5524196.84244719, 634440.7188753166 5524195.342339992, 634434.7200074171 5524194.091289483, 634429.4708929127 5524192.091117597, 634421.4689939467 5524190.090221093, 634414.9698763354 5524189.84010415, 634402.9902351059 5524187.9971764665, 634393.7185718738 5524185.343003996, 634379.4679969278 5524182.5886569945, 634377.4678157031 5524181.839118488, 634367.7200920895 5524179.588913728, 634359.9682248521 5524179.08803282, 634356.2218948313 5524178.838632966, 634346.9674767863 5524177.091440844, 634339.9693732322 5524175.591086226, 634331.71757245 5524175.34169744, 634320.7196441102 5524172.843881926, 634318.7186145613 5524172.342149674, 634292.2200133072 5524170.840492414, 634281.9708868512 5524169.841854537, 634278.7208067622 5524168.841862314, 634264.7196561991 5524167.593192912, 634257.4674235687 5524166.8436376825, 634254.7186626381 5524165.84596161, 634253.4690685566 5524165.5926635275, 634250.470795752 5524165.08975518, 634237.7204023139 5524163.843712913, 634221.7207450056 5524163.589616345, 634215.1044295806 5524163.517034027, 634035.8775831907 5524160.395095606, 633769.0895164418 5524136.535241159, 633676.3474373121 5524117.832190008, 633607.8534766999 5524097.07856712, 633574.7595728576 5524078.518831267, 633563.5545383928 5524070.100604314, 633523.8883899734 5524134.620686459, 633516.7182134172 5524145.026753837, 633480.3644798157 5524207.809544429, 633335.7086372849 5524128.084760635, 633227.7119173394 5524067.089033185, 633107.708365136 5524002.081838775, 633091.7093914187 5523989.083390701, 633036.7155265838 5523951.083797978, 632983.7067569488 5523923.08803667, 632929.7084131199 5523900.084405452, 632915.7066264981 5523899.082942053, 632898.7128368809 5523903.090557813, 632873.7105731528 5523920.082575056, 632854.7105154404 5523945.088791741, 632838.7130366825 5523990.090433295, 632809.2383124961 5524054.449306625, 632814.9728786141 5524062.4864900755, 632825.4668072253 5524077.316752804, 632839.0964261378 5524101.292482365, 632866.000493519 5524147.997757626, 632892.9975827637 5524205.9955804655, 632915.9994744007 5524266.498687983, 632924.6512947764 5524291.031460768, 633182.2961272938 5525021.81460596, 633185.0045908121 5525029.501594341, 633250.3610087873 5525214.324948064, 633365.0000385684 5525538.4966223, 633371.2715309737 5525556.206006026, 633402.7452621962 5525643.9988291925, 633436.4049099876 5525737.862938803, 633537.584521787 5526024.808684127, 633572.3002622018 5526123.256314879, 633590.0753522379 5526173.234518833, 633591.9407387289 5526169.847212552, 633636.7638706828 5526088.505880658, 633695.5023455431 5525981.943609209, 633704.55812547 5525965.514027148, 633763.3855165518 5525858.791609971, 633800.7082906376 5525791.0851606205, 633825.7110667999 5525744.082087686, 633864.7118052933 5525673.092252965, 633906.7103932828 5525597.090821331, 633946.7121053333 5525526.091294793, 633970.7094907687 5525482.090248372, 633986.7112143296 5525453.088129549, 634024.7097211796 5525382.082668592, 634067.7144761031 5525305.08650877, 634116.7086246032 5525221.08462418, 634167.7146896017 5525133.083105188, 634173.7121442583 5525122.08562246, 634213.7107524811 5525052.089737349, 634219.7094052 5525041.080875114, 634251.7148164816 5524984.089301548, 634273.7128050418 5524945.081600976, 634298.7122890344 5524899.082313043, 634322.7116935943 5524860.092192301, 634350.1630283768 5524811.783904095, 634376.7084700974 5524765.081361412, 634402.7117651175 5524718.086759966, 634406.7114618191 5524711.087792313, 634429.7140211959 5524670.090409496, 634464.3511100049 5524616.2924417695, 634476.7124138571 5524597.090268375, 634521.7834341807 5524533.382945816, 634522.8959874118 5524531.811138342, 634541.14239823 5524506.007040277, 634542.7314819961 5524503.760336697, 634551.7065854557 5524491.081537045, 634596.7140254674 5524407.082601331, 634609.7072011032 5524380.087983266)))",6020002.00 [CT] (Man.),8.5,17,7,-10,-5.413892046992583,12.7
3,6020003.00,2021S05076020003.00,0003.00,1.4086,46,"MULTIPOLYGON (((632814.9728786141 5524062.4864900755, 632809.2383124961 5524054.449306625, 632808.6461242631 5524055.740056503, 632789.7060035784 5524097.085504004, 632780.710229927 5524125.085178442, 632777.7057280986 5524152.087025979, 632778.7110563351 5524179.087389019, 632784.706109437 5524203.050247258, 632784.7138078362 5524203.085671062, 632802.6533272942 5524255.197716099, 632805.713252092 5524264.084251274, 632826.7135816794 5524322.090897513, 632816.7122749368 5524344.089988156, 632782.7100990432 5524410.087220195, 632745.70868626 5524475.082703936, 632738.7110756522 5524485.089403892, 632698.7139324618 5524550.089548832, 632657.7070841667 5524623.0893861065, 632616.708884974 5524696.0874048555, 632575.7136363729 5524769.082988615, 632534.7131766091 5524843.0841813395, 632485.7099678735 5524930.091064599, 632478.7084622891 5524943.08964001, 632452.7119353078 5524991.084049669, 632427.7105952961 5525036.087316519, 632385.7092566327 5525110.087364634, 632346.7134596682 5525185.081499702, 632302.7104023641 5525265.083205131, 632260.7097116895 5525340.084030662, 632219.7107925335 5525414.083538805, 632171.7095759329 5525501.084731986, 632123.708070297 5525588.086078938, 632271.7109292075 5525668.087461858, 632426.7113461292 5525754.080417178, 632575.7126539542 5525836.085555327, 632726.71033073 5525918.084146388, 632880.7101215252 5526003.090777467, 633029.7095365031 5526085.0825218465, 633231.707667584 5526194.089863078, 633403.70790789 5526289.087350671, 633426.7095172001 5526301.082593396, 633439.0140798499 5526308.484575613, 633451.4638394144 5526320.194728639, 633485.9652403668 5526342.422257078, 633498.7114227999 5526340.090682646, 633524.7139899024 5526292.0881132, 633547.7120179009 5526250.08835068, 633590.0753522379 5526173.234518833, 633572.3002622018 5526123.256314879, 633537.584521787 5526024.808684127, 633436.4049099876 5525737.862938803, 633402.7452621962 5525643.9988291925, 633371.2715309737 5525556.206006026, 633365.0000385684 5525538.4966223, 633250.3610087873 5525214.324948064, 633185.0045908121 5525029.501594341, 633182.2961272938 5525021.81460596, 632924.6512947764 5524291.031460768, 632915.9994744007 5524266.498687983, 632892.9975827637 5524205.9955804655, 632866.000493519 5524147.997757626, 632839.0964261378 5524101.292482365, 632825.4668072253 5524077.316752804, 632814.9728786141 5524062.4864900755)))",6020003.00 [CT] (Man.),11.8,10,2,-8,-5.679397983813716,14.5
4,6020005.00,2021S05076020005.00,0005.00,2.3718,46,"MULTIPOLYGON (((630927.7086165794 5523691.088422082, 630911.7064372376 5523284.082272707, 630909.0746949085 5523205.038875659, 630891.4306617222 5523204.775079633, 630845.0515661418 5523205.704662498, 630747.6436622534 5523204.396901125, 630730.434245368 5523204.1656406615, 630663.9106977013 5523202.819365207, 630599.942382055 5523195.895182207, 630558.8106551273 5523183.046139583, 630523.8373469887 5523170.929976195, 630495.5973656978 5523157.830447609, 630443.691828501 5523123.937351938, 630429.943757266 5523117.453764342, 630414.5202650708 5523104.798994227, 630406.0308756421 5523097.826783287, 630404.0109126602 5523096.16975833, 630403.3447967819 5523095.852638948, 630352.0713487463 5523191.016446751, 630262.6411597317 5523228.726358891, 630178.8832011541 5523235.553018549, 630110.278136571 5523175.154131025, 630083.5255720041 5523174.462959519, 630058.4516917744 5523173.815143895, 630032.1764021495 5523173.135242807, 629878.7556135028 5523169.1675336715, 629763.2340306621 5523166.1836604085, 629664.3923299406 5523163.636195508, 629621.9075934987 5523162.541192291, 629622.0969426103 5523163.481211017, 629623.5046303904 5523170.499740192, 629632.0037677634 5523229.505268345, 629635.0017496117 5523276.996317073, 629636.9990767633 5523357.502057473, 629637.0017610245 5523363.999538406, 629640.8076219391 5523497.71099402, 629640.8341916946 5523498.610337411, 629641.0006888076 5523504.50007731, 629641.0387287783 5523505.879162787, 629641.179038323 5523511.345219178, 629641.2020692959 5523512.224002093, 629660.9999178344 5524266.495566342, 629661.0639990962 5524267.79391102, 629661.1047418475 5524268.668868663, 629661.2723038857 5524271.886701487, 629661.499464835 5524276.497520279, 629661.6542900641 5524282.175718673, 629661.6789357674 5524283.066229383, 629682.4882842458 5525036.5845610155, 629682.6335069691 5525051.616152001, 629689.2773365051 5525051.303547889, 629694.9705619481 5525051.0379103515, 629800.7124289512 5525046.090762257, 629899.7080899033 5525042.081882287, 630000.7150547033 5525039.091823977, 630096.7081383138 5525036.083239334, 630186.7126336158 5525033.086137152, 630278.7081208433 5525031.082633128, 630368.708226036 5525027.087106264, 630464.7073347046 5525025.086935563, 630566.7115764491 5525021.084459444, 630660.7149212961 5525018.08065105, 630765.7112817988 5525015.090348112, 630859.7089655292 5525010.08761484, 630956.7107559276 5525005.0811217, 630971.7127497611 5525004.09031491, 630971.7106324692 5524991.086368221, 630959.7127244944 5524619.081847132, 630946.7141961331 5524232.090780856, 630946.7126871229 5524222.090897206, 630932.7091957555 5523843.084620562, 630927.7135646539 5523708.087318667, 630927.7129544119 5523700.076662082, 630927.7086165794 5523691.088422082)))",6020005.00 [CT] (Man.),1.7,9,0,-9,-3.794586390083481,3.8
5,6020006.00,2021S05076020006.00,0006.00,2.2736,46,"MULTIPOLYGON (((629635.0017496117 5523276.996317073, 629632.0037677634 5523229.505268345, 629623.5046303904 5523170.499740192, 629622.0969426103 5523163.481211017, 629621.9075934987 5523162.541192291, 629618.2426072629 5523162.447017957, 629375.1252799573 5523156.181111428, 628956.5842156992 5523154.499958139, 628845.9542538326 5523155.801084957, 628826.1136025955 5523153.888627909, 628779.2579300995 5523149.370241257, 628560.7135541376 5523143.081264713, 628560.6904529588 5523143.081645052, 628472.0394028246 5523128.230407521, 628468.4757350906 5523160.119744508, 628466.7876297702 5523175.225681196, 628466.1894383003 5523180.588638764, 628479.7095846741 5523562.087511223, 628481.7106516581 5523638.086308253, 628490.7137333312 5523866.091708917, 628492.6691243323 5523942.8588569, 628505.7077647826 5524313.084582403, 628505.7128700509 5524327.088863682, 628503.7083410819 5524430.089620465, 628526.7079099356 5524783.089658123, 628526.7108210357 5524882.089200819, 628527.8411432748 5524947.633806909, 628527.8766210593 5524949.594984213, 628528.7089221295 5524998.091009629, 628532.7126606719 5525092.09076333, 628538.7092101999 5525205.084550022, 628542.7120965862 5525305.080885123, 628542.7110599324 5525324.0922273295, 628629.7068236682 5525301.084941788, 628683.7071143768 5525269.081202895, 628708.7135344433 5525245.08439746, 628725.7132881201 5525229.084665948, 628752.7065306192 5525194.089370618, 628791.7113936797 5525144.087696843, 628846.7130811508 5525106.081014685, 628878.7119498865 5525096.090364644, 628922.7139295517 5525082.0840237625, 628934.7096134657 5525081.091489229, 629038.7105192088 5525078.088761022, 629144.7092575599 5525073.088135379, 629213.3121898022 5525070.471490123, 629275.7094076268 5525068.087810209, 629361.711632356 5525064.0918641575, 629514.7074754448 5525059.082685072, 629611.7099297461 5525055.08664639, 629672.7153926254 5525052.084447464, 629681.4136013751 5525051.674317073, 629682.6335069691 5525051.616152001, 629682.4882842458 5525036.5845610155, 629661.6789357674 5524283.066229383, 629661.6542900641 5524282.175718673, 629661.499464835 5524276.497520279, 629661.2723038857 5524271.886701487, 629661.1047418475 5524268.668868663, 629661.0639990962 5524267.79391102, 629660.9999178344 5524266.495566342, 629641.2020692959 5523512.224002093, 629641.179038323 5523511.345219178, 629641.0387287783 5523505.879162787, 629641.0006888076 5523504.50007731, 629640.8341916946 5523498.610337411, 629640.8076219391 5523497.71099402, 629637.0017610245 5523363.999538406, 629636.9990767633 5523357.502057473, 629635.0017496117 5523276.996317073)))",6020006.00 [CT] (Man.),10.4,9,2,-7,-3.0788177339901477,9.0
