stop_id,route_id,direction_id,service_id,n_departures,mean_headway
10197,36,0,2,23,1878
10198,23,0,2,31,1394
10199,10,1,2,25,1728
10199,17,1,2,46,939
10199,20,1,2,21,2057
10199,23,1,2,29,1490
10200,50,0,2,7,6171
10200,50,1,2,8,5400
10200,55,0,2,47,919
10200,55,1,2,46,939
10201,10,0,2,25,1728
10201,17,0,2,45,960
10201,20,0,2,22,1964
10201,29,0,2,30,1440
10202,10,0,2,25,1728
10202,17,0,2,45,960
10202,20,0,2,22,1964
10202,29,0,2,30,1440
10205,10,0,2,25,1728
10205,17,0,2,45,960
10205,20,0,2,22,1964
10205,29,0,2,30,1440
10205,36,1,2,27,1600
10206,20,0,2,22,1964
10206,29,0,2,30,1440
10207,10,0,2,25,1728
10207,17,0,2,45,960
10207,20,0,2,22,1964
10207,23,0,2,31,1394
10208,10,1,2,25,1728
10208,17,1,2,46,939
10208,20,1,2,21,2057
10208,23,1,2,29,1490
10211,10,0,2,25,1728
10211,17,0,2,45,960
10211,20,0,2,22,1964
10211,23,0,2,31,1394
10214,10,1,2,25,1728
10214,17,1,2,46,939
10214,20,1,2,21,2057
10214,23,1,2,29,1490
10228,10,0,2,25,1728
10229,10,1,2,25,1728
10230,10,0,2,25,1728
10231,10,1,2,25,1728
10232,10,0,2,25,1728
10232,10,1,2,25,1728
10233,12,1,2,27,1600
10234,12,0,2,25,1728
10235,12,1,2,27,1600
10236,12,0,2,25,1728
10237,12,1,2,27,1600
10238,12,0,2,25,1728
10239,12,1,2,27,1600
10240,12,0,2,25,1728
10241,12,1,2,27,1600
10242,12,0,2,25,1728
10243,12,1,2,27,1600
10244,12,0,2,25,1728
10245,12,0,2,25,1728
10246,12,1,2,27,1600
10247,12,0,2,25,1728
10248,12,0,2,25,1728
10249,12,1,2,27,1600
10250,12,0,2,25,1728
10251,12,1,2,27,1600
10252,12,0,2,25,1728
10253,12,1,2,27,1600
10254,12,0,2,25,1728
10255,12,1,2,27,1600
10256,12,0,2,25,1728
10257,12,1,2,26,1662
10258,12,0,2,25,1728
10259,12,1,2,26,1662
10260,12,1,2,26,1662
10261,12,0,2,25,1728
10262,12,1,2,26,1662
10263,12,0,2,26,1662
10264,12,1,2,26,1662
10265,12,0,2,26,1662
10266,12,0,2,26,1662
10267,12,1,2,26,1662
10268,12,1,2,26,1662
10269,71,1,2,45,960
10270,71,1,2,46,939
10271,71,0,2,47,919
10271,71,1,2,46,939
10272,71,0,2,47,919
10273,71,0,2,47,919
10274,71,1,2,45,960
10275,71,0,2,47,919
10276,71,1,2,45,960
10277,71,0,2,47,919
10278,71,0,2,46,939
10279,71,1,2,45,960
10280,71,0,2,46,939
10281,12,0,2,26,1662
10281,71,1,2,45,960
10282,12,0,2,26,1662
10282,71,1,2,45,960
10283,12,1,2,26,1662
10283,71,0,2,46,939
10284,12,0,2,26,1662
10284,71,1,2,45,960
10285,12,1,2,26,1662
10285,71,0,2,46,939
10286,12,0,2,26,1662
10286,19,1,2,26,1662
10286,71,1,2,45,960
10287,12,1,2,26,1662
10287,19,0,2,26,1662
10287,71,0,2,46,939
10288,12,0,2,26,1662
10288,19,1,2,26,1662
10288,71,1,2,45,960
10289,12,0,2,26,1662
10289,19,1,2,26,1662
10289,71,1,2,45,960
10290,19,0,2,26,1662
10290,71,0,2,46,939
10291,19,0,2,26,1662
10291,71,0,2,46,939
10292,19,1,2,26,1662
10292,71,1,2,45,960
10293,19,1,2,26,1662
10293,71,1,2,45,960
10294,19,0,2,26,1662
10294,71,0,2,46,939
10295,30,1,2,5,8640
10295,34,1,2,4,10800
10295,36,0,2,18,2400
10296,28,1,2,14,3086
10297,14,0,2,47,919
10297,19,1,2,53,815
10297,28,1,2,14,3086
10297,30,1,2,5,8640
10297,31,1,2,9,4800
10297,33,1,2,37,1168
10297,34,1,2,4,10800
10297,35,1,2,4,10800
10297,38,1,2,28,1543
10298,33,0,2,35,1234
10299,33,1,2,37,1168
10300,33,0,2,35,1234
10301,33,1,2,37,1168
10302,30,1,2,5,8640
10302,33,1,2,37,1168
10302,34,1,2,3,14400
10302,35,1,2,3,14400
10302,36,0,2,17,2541
10303,30,0,2,4,10800
10303,33,0,2,35,1234
10303,34,0,2,6,7200
10303,35,0,2,7,6171
10303,36,1,2,19,2274
10303,71,0,2,47,919
10304,33,1,2,37,1168
10304,71,1,2,45,960
10305,19,0,2,26,1662
10305,26,0,2,16,2700
10306,19,1,2,26,1662
10306,26,1,2,16,2700
10307,19,1,2,26,1662
10307,26,1,2,16,2700
10309,19,1,2,26,1662
10309,26,1,2,16,2700
10310,19,0,2,26,1662
10310,26,0,2,16,2700
10311,19,1,2,26,1662
10311,26,1,2,16,2700
10312,19,0,2,26,1662
10312,26,0,2,16,2700
10313,19,1,2,26,1662
10313,26,1,2,16,2700
10314,19,0,2,26,1662
10314,26,0,2,16,2700
10315,19,1,2,26,1662
10315,26,1,2,16,2700
10316,19,0,2,26,1662
10316,26,0,2,16,2700
10317,19,1,2,26,1662
10317,26,1,2,16,2700
10318,19,0,2,26,1662
10318,26,0,2,16,2700
10319,19,1,2,26,1662
10319,26,1,2,16,2700
10320,19,0,2,26,1662
10320,26,0,2,16,2700
10321,19,1,2,26,1662
10321,26,1,2,16,2700
10322,19,0,2,26,1662
10322,26,0,2,16,2700
10323,19,0,2,26,1662
10323,26,0,2,16,2700
10324,19,1,2,26,1662
10324,26,1,2,16,2700
10324,71,1,2,45,960
10325,19,1,2,26,1662
10325,26,1,2,16,2700
10325,71,1,2,45,960
10326,19,0,2,26,1662
10326,26,0,2,16,2700
10326,71,0,2,47,919
10327,20,0,2,21,2057
10328,19,0,2,26,1662
10328,26,0,2,16,2700
10328,71,0,2,46,939
10329,26,0,2,16,2700
10330,26,1,2,16,2700
10331,26,1,2,16,2700
10332,26,0,2,16,2700
10333,26,1,2,16,2700
10334,26,0,2,16,2700
10335,26,1,2,16,2700
10336,26,0,2,16,2700
10337,26,0,2,16,2700
10338,26,1,2,16,2700
10339,26,1,2,16,2700
10340,26,0,2,16,2700
10341,26,1,2,16,2700
10342,26,0,2,16,2700
10343,26,1,2,16,2700
10344,26,0,2,16,2700
10345,26,1,2,16,2700
10346,26,0,2,16,2700
10347,26,1,2,16,2700
10348,26,0,2,16,2700
10349,26,1,2,16,2700
10351,44,0,2,35,1234
10351,45,0,2,24,1800
10351,47,0,2,56,771
10352,44,1,2,34,1271
10352,45,1,2,24,1800
10352,47,1,2,56,771
10353,44,1,2,34,1271
10353,47,1,2,55,785
10354,44,0,2,35,1234
10354,45,0,2,24,1800
10354,47,0,2,56,771
10355,44,0,2,35,1234
10355,45,0,2,24,1800
10355,47,0,2,56,771
10356,44,1,2,34,1271
10356,45,1,2,24,1800
10356,47,1,2,56,771
10357,44,1,2,34,1271
10357,45,1,2,24,1800
10357,47,1,2,55,785
10358,44,0,2,35,1234
10358,45,0,2,24,1800
10358,47,0,2,56,771
10359,44,1,2,34,1271
10359,47,1,2,55,785
10360,44,0,2,35,1234
10360,47,0,2,56,771
10363,42,1,2,4,10800
10363,44,1,2,34,1271
10363,46,1,2,6,7200
10363,47,1,2,55,785
10363,48,1,2,4,10800
10365,11,0,2,69,626
10365,12,0,2,26,1662
10365,24,0,2,41,1054
10365,77,1,2,37,1168
10366,77,1,2,37,1168
10367,77,1,2,37,1168
10368,44,0,2,34,1271
10368,47,0,2,56,771
10369,77,1,2,37,1168
10370,77,1,2,37,1168
10371,77,1,2,37,1168
10372,77,1,2,37,1168
10373,77,1,2,37,1168
10374,77,1,2,37,1168
10375,77,1,2,37,1168
10376,77,1,2,37,1168
10377,77,1,2,37,1168
10378,95,1,2,16,2700
10379,95,0,2,16,2700
10380,11,0,2,70,617
10380,12,0,2,26,1662
10381,11,0,2,70,617
10381,11,1,2,70,617
10383,20,0,2,21,2057
10383,26,0,2,15,2880
10383,66,0,2,23,1878
10383,74,1,2,24,1800
10383,77,0,2,41,1054
10383,78,1,2,42,1029
10383,79,1,2,17,2541
10383,95,0,2,9,4800
10384,20,0,2,21,2057
10384,77,0,2,41,1054
10385,20,1,2,22,1964
10386,20,1,2,22,1964
10386,26,0,2,15,2880
10386,66,0,2,23,1878
10386,74,1,2,24,1800
10386,78,1,2,42,1029
10386,79,1,2,17,2541
10386,95,0,2,9,4800
10387,19,1,2,25,1728
10388,20,0,2,21,2057
10389,19,1,2,25,1728
10389,31,0,2,12,3600
10390,19,1,2,26,1662
10391,19,0,2,27,1600
10392,19,1,2,26,1662
10393,19,1,2,26,1662
10394,19,0,2,27,1600
10395,19,1,2,26,1662
10396,19,0,2,27,1600
10397,20,1,2,22,1964
10398,19,0,2,27,1600
10398,31,0,2,12,3600
10399,19,0,2,27,1600
10400,19,1,2,26,1662
10401,19,0,2,27,1600
10402,15,0,2,47,919
10403,19,1,2,25,1728
10404,19,1,2,25,1728
10404,28,1,2,14,3086
10404,31,1,2,8,5400
10405,19,0,2,27,1600
10405,28,0,2,8,5400
10405,31,0,2,12,3600
10406,19,0,2,27,1600
10406,28,0,2,8,5400
10406,31,0,2,12,3600
10407,19,1,2,25,1728
10407,28,1,2,14,3086
10407,31,1,2,8,5400
10408,19,0,2,27,1600
10409,19,1,2,25,1728
10410,19,0,2,26,1662
10411,19,0,2,26,1662
10412,19,1,2,26,1662
10413,19,1,2,26,1662
10413,28,1,2,14,3086
10414,19,0,2,26,1662
10414,28,0,2,7,6171
10414,30,0,2,4,10800
10414,34,0,2,6,7200
10414,36,1,2,19,2274
10415,19,1,2,26,1662
10417,19,0,2,53,815
10417,28,0,2,7,6171
10417,30,0,2,4,10800
10417,31,0,2,12,3600
10417,34,0,2,6,7200
10417,36,1,2,19,2274
10418,19,0,2,53,815
10419,19,1,2,52,831
10420,19,1,2,52,831
10421,19,0,2,53,815
10422,19,1,2,52,831
10422,28,1,2,14,3086
10422,30,1,2,5,8640
10422,31,1,2,9,4800
10422,34,1,2,4,10800
10422,36,0,2,22,1964
10423,19,0,2,53,815
10423,28,0,2,7,6171
10423,30,0,2,4,10800
10423,31,0,2,12,3600
10423,34,0,2,6,7200
10423,36,1,2,26,1662
10424,23,0,2,31,1394
10424,29,1,2,31,1394
10425,23,0,2,31,1394
10425,29,1,2,31,1394
10426,23,0,2,31,1394
10426,29,1,2,31,1394
10426,31,1,2,9,4800
10426,34,1,2,4,10800
10426,36,0,2,22,1964
10427,23,0,2,31,1394
10427,29,1,2,31,1394
10428,31,0,2,12,3600
10428,77,1,2,37,1168
10429,23,0,2,31,1394
10429,29,1,2,31,1394
10429,36,0,2,22,1964
10430,23,0,2,31,1394
10430,29,1,2,31,1394
10431,23,0,2,31,1394
10431,29,1,2,31,1394
10431,36,0,2,23,1878
10432,23,1,2,29,1490
10432,29,0,2,30,1440
10432,36,1,2,27,1600
10433,23,1,2,29,1490
10433,29,0,2,30,1440
10434,23,1,2,29,1490
10434,29,0,2,30,1440
10434,36,1,2,27,1600
10435,23,1,2,29,1490
10435,29,0,2,30,1440
10436,23,1,2,29,1490
10436,29,0,2,30,1440
10436,31,0,2,12,3600
10436,34,0,2,6,7200
10436,36,1,2,27,1600
10437,23,1,2,29,1490
10437,29,0,2,30,1440
10438,23,1,2,29,1490
10438,29,0,2,30,1440
10439,23,1,2,29,1490
10439,29,0,2,30,1440
10441,23,1,2,29,1490
10441,29,0,2,30,1440
10442,23,0,2,32,1350
10442,29,1,2,31,1394
10443,23,1,2,29,1490
10443,29,0,2,30,1440
10444,23,0,2,32,1350
10444,29,1,2,31,1394
10445,29,0,2,30,1440
10446,29,1,2,31,1394
10447,29,0,2,30,1440
10448,29,1,2,31,1394
10449,29,0,2,30,1440
10449,29,1,2,31,1394
10450,15,0,2,47,919
10451,15,0,2,47,919
10452,15,1,2,50,864
10453,15,0,2,48,900
10454,15,1,2,50,864
10455,15,1,2,50,864
10456,15,0,2,48,900
10457,15,1,2,50,864
10458,15,0,2,48,900
10459,15,0,2,48,900
10460,15,1,2,50,864
10461,15,1,2,50,864
10462,15,0,2,48,900
10463,15,1,2,50,864
10464,15,0,2,48,900
10465,15,1,2,50,864
10466,15,0,2,48,900
10467,15,1,2,51,847
10468,15,0,2,48,900
10469,15,1,2,51,847
10470,15,0,2,47,919
10471,15,1,2,51,847
10472,15,0,2,47,919
10473,15,1,2,51,847
10474,15,0,2,47,919
10475,15,1,2,51,847
10476,15,0,2,47,919
10477,15,1,2,51,847
10478,15,0,2,47,919
10479,15,0,2,48,900
10480,15,1,2,51,847
10481,15,0,2,47,919
10482,15,1,2,51,847
10483,15,1,2,51,847
10484,15,0,2,47,919
10485,15,1,2,51,847
10486,15,0,2,47,919
10487,15,0,2,47,919
10488,15,1,2,50,864
10489,19,1,2,52,831
10489,28,1,2,14,3086
10489,30,1,2,5,8640
10490,19,1,2,52,831
10491,19,1,2,52,831
10491,28,1,2,14,3086
10491,30,1,2,5,8640
10492,36,0,2,4,10800
10492,36,1,2,26,1662
10493,14,1,2,49,882
10494,14,0,2,47,919
10495,14,1,2,49,882
10496,14,0,2,47,919
10497,14,1,2,49,882
10498,14,0,2,47,919
10499,14,0,2,46,939
10500,14,1,2,49,882
10501,14,0,2,46,939
10502,14,1,2,49,882
10503,20,0,2,21,2057
10504,14,0,2,46,939
10505,14,1,2,49,882
10506,14,1,2,49,882
10507,14,0,2,46,939
10508,14,0,2,46,939
10509,14,1,2,49,882
10510,14,0,2,46,939
10511,14,1,2,49,882
10512,14,0,2,46,939
10513,14,1,2,49,882
10514,14,0,2,46,939
10515,14,1,2,49,882
10516,14,0,2,46,939
10517,14,1,2,49,882
10518,14,1,2,49,882
10519,14,0,2,46,939
10520,14,0,2,46,939
10521,14,1,2,49,882
10522,14,0,2,46,939
10523,14,1,2,49,882
10524,14,0,2,46,939
10525,14,1,2,49,882
10526,14,0,2,46,939
10527,10,1,2,25,1728
10527,43,1,2,17,2541
10528,14,1,2,49,882
10528,31,0,2,12,3600
10528,34,0,2,6,7200
10529,14,0,2,47,919
10529,31,1,2,9,4800
10529,34,1,2,4,10800
10530,14,0,2,47,919
10531,14,1,2,49,882
10533,14,1,2,49,882
10533,31,0,2,12,3600
10533,34,0,2,6,7200
10534,15,0,2,47,919
10535,14,1,2,48,900
10535,31,0,2,12,3600
10535,34,0,2,6,7200
10536,15,0,2,47,919
10538,15,0,2,47,919
10541,10,1,2,26,1662
10541,11,0,2,69,626
10541,14,1,2,49,882
10541,15,0,2,47,919
10541,19,0,2,52,831
10541,21,0,2,76,568
10541,22,0,2,27,1600
10541,24,0,2,40,1080
10541,25,0,2,9,4800
10541,28,0,2,6,7200
10541,38,0,2,28,1543
10541,40,1,2,7,6171
10541,41,1,2,13,3323
10541,43,1,2,17,2541
10541,50,1,2,8,5400
10541,54,1,2,8,5400
10541,55,1,2,47,919
10541,56,1,2,7,6171
10541,57,1,2,5,8640
10541,59,1,2,8,5400
10541,67,0,2,9,4800
10542,10,1,2,25,1728
10542,11,0,2,69,626
10542,14,1,2,49,882
10542,15,0,2,47,919
10542,19,0,2,52,831
10542,21,0,2,76,568
10542,22,0,2,27,1600
10542,24,0,2,40,1080
10542,25,0,2,9,4800
10542,28,0,2,6,7200
10542,38,0,2,28,1543
10542,40,1,2,7,6171
10542,41,1,2,13,3323
10542,43,1,2,17,2541
10542,50,1,2,8,5400
10542,54,1,2,8,5400
10542,55,1,2,46,939
10542,57,1,2,5,8640
10542,59,1,2,8,5400
10542,67,0,2,9,4800
10543,11,0,2,69,626
10543,14,1,2,48,900
10543,15,0,2,47,919
10543,19,0,2,52,831
10543,21,0,2,76,568
10543,22,0,2,27,1600
10543,24,0,2,40,1080
10543,25,0,2,9,4800
10543,28,0,2,7,6171
10543,38,0,2,28,1543
10543,40,1,2,7,6171
10543,41,1,2,13,3323
10543,50,1,2,8,5400
10543,54,1,2,8,5400
10543,55,1,2,46,939
10543,57,1,2,5,8640
10543,59,1,2,8,5400
10543,67,0,2,9,4800
10545,11,0,2,69,626
10545,21,0,2,77,561
10545,22,0,2,27,1600
10545,24,0,2,40,1080
10545,25,0,2,9,4800
10545,40,1,2,7,6171
10545,41,1,2,14,3086
10545,42,1,2,5,8640
10545,46,1,2,7,6171
10545,48,1,2,5,8640
10545,49,1,2,8,5400
10545,50,1,2,8,5400
10545,54,1,2,8,5400
10545,55,1,2,46,939
10545,57,1,2,5,8640
10545,59,1,2,8,5400
10545,67,0,2,9,4800
10545,BLUE,1,2,117,369
10546,11,0,2,69,626
10546,21,0,2,77,561
10546,22,0,2,27,1600
10546,24,0,2,40,1080
10546,25,0,2,9,4800
10546,40,1,2,7,6171
10546,41,1,2,14,3086
10546,50,1,2,8,5400
10546,54,1,2,9,4800
10546,55,1,2,46,939
10546,57,1,2,5,8640
10546,59,1,2,8,5400
10546,67,0,2,9,4800
10547,11,0,2,69,626
10547,50,1,2,8,5400
10547,54,1,2,9,4800
10547,55,1,2,46,939
10547,57,1,2,5,8640
10547,59,1,2,8,5400
10548,11,0,2,69,626
10548,21,0,2,76,568
10548,22,0,2,27,1600
10548,24,0,2,40,1080
10548,25,0,2,9,4800
10548,67,0,2,9,4800
10549,11,0,2,69,626
10549,21,0,2,76,568
10549,22,0,2,27,1600
10549,24,0,2,40,1080
10549,25,0,2,9,4800
10549,67,0,2,9,4800
10550,11,0,2,69,626
10551,11,0,2,70,617
10552,11,0,2,69,626
10552,21,0,2,76,568
10552,22,0,2,27,1600
10552,24,0,2,40,1080
10552,67,0,2,9,4800
10553,11,0,2,69,626
10555,11,0,2,69,626
10556,11,0,2,69,626
10557,11,0,2,69,626
10558,11,0,2,69,626
10558,21,0,2,76,568
10558,22,0,2,27,1600
10558,24,0,2,41,1054
10558,67,0,2,9,4800
10559,11,0,2,69,626
10559,12,0,2,25,1728
10561,11,0,2,69,626
10561,12,0,2,26,1662
10561,21,0,2,77,561
10561,22,0,2,27,1600
10561,24,0,2,41,1054
10561,25,0,2,9,4800
10561,67,0,2,9,4800
10562,11,1,2,70,617
10562,12,1,2,27,1600
10562,20,1,2,22,1964
10562,21,1,2,83,520
10562,22,1,2,18,2400
10562,24,1,2,41,1054
10562,25,1,2,7,6171
10562,26,0,2,16,2700
10562,66,0,2,23,1878
10562,67,1,2,11,3927
10562,74,1,2,25,1728
10562,78,1,2,43,1005
10562,79,1,2,17,2541
10562,95,0,2,11,3927
10563,11,1,2,70,617
10563,12,1,2,27,1600
10564,11,1,2,70,617
10565,11,1,2,70,617
10565,21,1,2,84,514
10565,22,1,2,18,2400
10565,24,1,2,41,1054
10565,67,1,2,11,3927
10566,11,1,2,70,617
10567,11,1,2,70,617
10568,11,1,2,70,617
10569,11,1,2,70,617
10570,11,1,2,70,617
10571,11,1,2,70,617
10572,11,1,2,70,617
10573,11,1,2,70,617
10573,21,1,2,83,520
10573,22,1,2,19,2274
10573,24,1,2,42,1029
10573,67,1,2,12,3600
10574,11,1,2,70,617
10575,11,1,2,70,617
10576,11,1,2,69,626
10576,21,1,2,83,520
10576,22,1,2,19,2274
10576,24,1,2,42,1029
10576,25,1,2,7,6171
10576,67,1,2,12,3600
10577,11,1,2,69,626
10577,21,1,2,83,520
10577,22,1,2,19,2274
10577,24,1,2,42,1029
10577,25,1,2,7,6171
10577,67,1,2,12,3600
10578,11,1,2,69,626
10578,50,0,2,7,6171
10578,54,0,2,11,3927
10578,55,0,2,47,919
10578,57,0,2,7,6171
10578,59,0,2,12,3600
10579,11,1,2,69,626
10579,21,1,2,84,514
10579,22,1,2,19,2274
10579,24,1,2,42,1029
10579,25,1,2,7,6171
10579,40,0,2,10,4320
10579,41,0,2,18,2400
10579,50,0,2,7,6171
10579,54,0,2,11,3927
10579,55,0,2,47,919
10579,57,0,2,7,6171
10579,59,0,2,12,3600
10579,67,1,2,12,3600
10580,11,1,2,70,617
10580,21,1,2,84,514
10580,22,1,2,19,2274
10580,24,1,2,42,1029
10580,25,1,2,7,6171
10580,40,0,2,10,4320
10580,41,0,2,18,2400
10580,50,0,2,7,6171
10580,54,0,2,11,3927
10580,55,0,2,47,919
10580,57,0,2,7,6171
10580,59,0,2,12,3600
10580,67,1,2,12,3600
10581,10,0,2,25,1728
10581,11,1,2,70,617
10581,14,0,2,47,919
10581,15,1,2,51,847
